        40       100       100
       640        40        16         1
       920        23        40         1
      1617        33        49         1
       416        13        32         1
       594        27        22         1
      1170        30        39         1
       252        12        21         1
       255        15        17         1
       266        19        14         1
      1369        37        37         1
      1886        41        46         1
       672        16        42         1
      1064        28        38         1
       504        42        12         1
      1935        45        43         1
       380        20        19         1
      1410        47        30         1
       238        14        17         1
       360        18        20         1
       697        17        41         1
      1312        41        32         1
       300        15        20         1
      1260        42        30         1
      1290        43        30         1
       228        19        12         1
       195        15        13         1
       768        24        32         1
      1849        43        43         1
       546        13        42         1
       816        34        24         1
       980        20        49         1
      1710        38        45         1
       450        10        45         1
       575        25        23         1
      1394        34        41         1
       399        21        19         1
       740        37        20         1
       880        40        22         1
       308        14        22         1
       468        18        26         1
