ID,WIDTH,HEIGHT
0,7,39
1,8,33
2,7,6
3,5,3
4,3,5
5,39,6
6,11,13
7,3,4
8,2,2
9,5,2
10,5,30
11,2,1
12,26,11
13,4,5
14,9,2
15,10,29
16,4,3
17,5,5
18,8,2
19,24,4
20,22,7
21,2,9
22,2,2
23,5,1
24,9,15
25,10,33
26,1,1
27,4,4
28,3,3
29,4,4
30,3,6
31,16,7
32,6,4
33,6,2
34,15,3
35,30,5
36,1,1
37,10,4
38,2,6
39,6,23
40,29,8
41,26,5
42,9,17
43,7,3
44,19,9
45,36,6
46,28,6
47,6,20
48,20,7
49,11,2
50,6,5
51,5,13
52,4,14
53,16,8
54,23,9
55,26,8
56,1,6
57,15,26
58,4,25
59,8,45
60,11,50
61,19,5
62,12,55
63,5,20
64,4,13
65,15,5
66,2,6
67,4,26
68,12,6
69,3,1
70,2,3
71,3,2
72,1,1
73,2,3
74,3,2
75,5,2
76,4,4
77,8,2
78,9,11
79,3,2
80,5,11
81,7,9
82,24,30
83,2,11
84,10,8
85,9,2
86,10,2
87,3,11
88,4,22
89,6,9
90,3,3
91,7,18
92,5,15
93,9,13
94,2,10
95,6,5
96,17,5
