ID,X,Y,Z,ROTATIONS,COPIES
0,65,51,50,63,1
1,113,78,28,3,1
2,120,35,32,51,1
3,71,53,20,3,1
4,94,70,64,63,1
5,64,33,32,51,1
6,71,35,21,51,1
7,85,59,49,63,1
8,108,62,53,51,2
9,116,56,25,3,1
10,75,69,35,51,1
11,114,85,53,51,1
12,55,35,20,51,1
13,89,72,66,63,1
14,92,62,47,63,2
15,103,99,42,3,1
16,66,55,32,51,1
17,93,62,39,51,1
18,86,64,50,63,1
19,75,71,68,63,1
20,96,78,40,51,1
21,88,59,20,3,1
22,118,51,32,51,1
23,77,65,44,63,1
24,78,56,49,63,1
25,107,96,80,63,1
26,116,89,33,3,1
27,73,51,40,63,1
28,95,65,22,3,1
29,104,68,47,51,1
30,77,69,34,3,1
31,68,46,35,63,1
32,105,94,47,3,1
33,91,63,36,51,1
34,119,99,66,63,1
35,108,35,21,51,1
36,68,68,50,63,1
37,86,65,64,63,1
38,98,72,59,63,1
39,54,41,38,63,1
40,85,78,47,63,1
41,49,49,30,63,1
42,60,60,32,63,1
43,73,72,30,3,1
44,62,55,29,51,1
45,94,57,47,51,1
46,104,42,30,51,1
47,68,54,45,63,1
48,105,47,30,51,1
49,111,62,24,3,1
50,98,30,26,51,1
51,91,80,57,63,1
52,79,78,22,3,1
53,117,69,33,3,1
54,82,62,53,63,1
55,120,35,31,51,1
56,81,53,23,3,1
57,49,44,36,63,1
58,106,80,75,63,1
59,105,68,20,3,2
60,80,51,51,63,1
61,116,66,53,51,1
62,109,96,74,63,1
63,95,64,51,63,1
64,87,74,68,63,1
65,94,82,34,3,1
66,99,97,61,63,1
67,55,44,30,63,1
68,110,47,42,51,1
69,74,73,49,63,2
70,43,42,25,63,1
71,74,35,28,51,1
72,95,66,28,3,2
73,88,52,41,51,2
74,75,60,52,63,1
75,76,69,59,63,1
76,71,64,59,63,1
77,72,47,39,63,1
78,89,66,36,51,1
79,45,38,25,63,1
80,113,87,46,51,1
81,108,89,35,3,2
82,69,50,49,63,1
83,114,72,39,51,1
84,93,89,44,3,1
85,60,51,48,63,1
86,88,70,67,63,2
87,73,63,52,63,1
88,111,84,33,3,1
89,111,80,79,63,1
90,94,74,68,63,2
91,94,86,46,51,1
92,79,70,66,63,1
93,97,62,61,63,2
94,94,82,38,3,1
95,67,60,58,63,1
96,68,61,29,3,2
97,117,91,37,3,2
98,76,63,49,63,1
99,89,66,60,63,1
