ID,X,Y,Z,ROTATIONS,COPIES
0,85,73,40,51,1
1,73,62,54,63,1
2,90,63,41,51,1
3,75,61,24,3,1
4,57,53,44,63,3
5,93,70,45,51,1
6,73,36,33,51,1
7,95,80,75,63,1
8,93,89,78,63,1
9,113,87,65,63,2
10,72,46,30,51,1
11,100,78,70,63,1
12,53,47,34,63,1
13,87,54,46,63,1
14,52,41,37,63,2
15,79,76,33,3,2
16,77,77,65,63,1
17,65,59,27,3,2
18,54,42,31,63,2
19,87,45,44,63,1
20,118,89,35,3,1
21,74,38,31,51,2
22,92,77,64,63,2
23,109,78,52,51,1
24,108,79,38,3,3
25,120,54,48,51,1
26,57,56,34,63,4
27,58,40,32,63,2
28,114,71,69,63,2
29,100,39,33,51,1
30,101,92,67,63,1
31,89,85,37,3,2
32,104,46,39,51,2
33,73,52,32,51,2
34,77,58,34,51,2
35,99,79,28,3,1
36,88,45,39,51,2
37,112,48,20,3,1
38,80,75,30,3,2
39,95,74,50,63,1
40,95,74,26,3,4
41,106,84,72,63,1
42,119,63,45,51,3
43,79,59,52,63,1
44,112,76,46,51,2
45,101,91,32,3,1
46,84,75,37,3,3
47,78,62,21,3,1
48,94,44,33,51,2
49,99,56,44,51,3
50,100,69,43,51,1
51,96,69,46,51,1
52,75,56,40,63,1
53,71,46,26,51,1
54,100,73,42,51,2
55,88,58,49,63,2
56,64,61,35,63,1
57,98,58,33,51,2
58,96,66,20,3,3
59,77,72,44,63,1
60,66,59,52,63,1
61,96,77,33,3,1
62,71,54,32,51,1
63,88,60,20,3,3
64,85,81,63,63,1
65,67,39,29,51,1
66,94,74,43,51,1
67,108,69,37,51,2
68,96,59,33,51,1
69,65,51,44,63,1
70,65,36,24,51,2
71,67,37,31,51,1
72,86,48,35,51,2
73,74,38,35,51,2
74,76,72,60,63,2
75,88,55,32,51,2
76,97,74,33,3,1
77,110,85,62,63,1
78,98,82,49,51,2
79,84,46,44,63,3
