ID,X,Y,Z,ROTATIONS,COPIES
0,49,25,21,51,1
1,60,51,41,63,2
2,103,76,64,63,1
3,95,70,62,63,1
4,111,49,26,51,1
5,85,84,72,63,1
6,48,36,31,63,1
7,86,76,38,3,2
8,71,48,47,63,1
9,90,43,33,51,1
10,98,52,44,51,1
11,73,37,23,51,1
12,61,48,39,63,3
13,75,75,63,63,2
14,74,42,40,63,1
15,98,88,26,3,2
16,97,69,41,51,1
17,89,77,46,63,4
18,73,64,55,63,1
19,84,69,66,63,2
20,38,37,29,63,1
21,61,47,39,63,2
22,57,44,42,63,1
23,98,79,20,3,1
24,83,76,57,63,1
25,75,62,36,51,1
26,60,55,45,63,2
27,79,64,40,63,1
28,103,76,44,51,1
29,96,82,59,63,1
30,86,51,27,51,3
31,103,54,31,51,1
32,83,71,62,63,1
33,106,76,71,63,1
34,78,58,30,51,2
35,79,25,20,51,1
36,97,94,73,63,1
37,91,87,43,3,2
38,97,48,29,51,1
39,119,25,21,51,1
40,54,49,36,63,1
41,86,70,42,51,1
42,88,67,30,3,1
43,109,82,75,63,1
44,88,39,35,51,1
45,91,81,36,3,1
46,103,97,27,3,3
47,75,49,42,63,1
48,105,49,35,51,1
49,109,57,50,51,1
50,71,55,32,51,1
51,91,57,57,63,1
52,80,66,29,3,1
53,71,30,22,51,2
54,93,47,22,3,2
55,72,55,43,63,1
56,73,46,33,51,1
57,90,83,20,3,2
58,91,76,35,3,1
59,71,67,27,3,1
60,78,71,42,63,2
61,86,71,56,63,1
62,115,35,27,51,1
63,103,73,30,3,2
64,64,63,53,63,1
65,66,51,46,63,1
66,82,77,54,63,1
67,98,97,31,3,1
68,100,62,31,3,1
69,94,65,49,63,1
70,112,68,33,3,1
71,76,56,45,63,1
72,117,65,63,63,1
73,81,47,32,51,2
74,98,65,32,3,2
75,79,56,47,63,2
76,76,57,50,63,1
77,65,53,27,51,1
78,65,55,40,63,2
79,60,50,32,63,1
80,85,57,44,63,1
81,57,48,46,63,2
82,87,73,44,63,2
83,82,60,45,63,3
84,97,58,42,51,1
85,86,65,37,51,2
86,99,53,44,51,1
87,65,30,29,51,1
88,79,63,37,51,1
89,118,64,28,3,2
90,118,37,28,51,2
91,104,57,53,63,1
92,103,74,54,63,1
93,93,74,71,63,2
94,67,51,37,63,2
95,49,38,22,51,1
96,93,65,62,63,1
97,78,71,70,63,1
98,96,92,60,63,1
99,40,37,35,63,2
