ID,X,Y,Z,ROTATIONS,COPIES
0,119,34,28,51,2
1,84,69,48,63,1
2,97,82,78,63,1
3,109,43,33,51,1
4,80,75,47,63,2
5,74,62,30,3,1
6,40,35,31,63,1
7,58,43,26,51,2
8,111,73,71,63,3
9,95,66,43,51,2
10,96,82,28,3,4
11,84,73,66,63,3
12,62,42,38,63,2
13,108,91,58,63,3
14,96,81,25,3,2
15,42,35,31,63,1
16,75,54,30,51,1
17,117,50,33,51,3
18,115,68,49,51,2
19,105,66,60,63,1
20,50,45,38,63,2
21,79,50,34,51,2
22,72,36,35,51,1
23,74,57,37,51,3
24,72,66,63,63,1
25,86,62,29,3,1
26,91,70,34,3,2
27,55,35,29,63,1
28,64,54,25,3,1
29,97,82,50,63,1
30,93,73,45,51,1
31,83,35,25,51,1
32,60,59,33,63,2
33,113,45,38,51,2
34,54,51,30,63,5
35,110,43,26,51,1
36,100,66,37,51,2
37,91,73,48,63,1
38,65,56,47,63,4
39,72,50,27,51,2
40,92,87,27,3,1
41,110,42,21,3,1
42,90,48,36,51,2
43,76,73,54,63,2
44,61,41,34,63,2
45,74,50,38,63,1
46,110,49,43,51,1
47,104,69,38,51,1
48,95,71,52,63,2
49,77,57,48,63,2
50,91,66,46,63,2
51,114,70,29,3,2
52,101,80,68,63,1
53,40,38,23,63,2
54,90,70,24,3,4
55,90,71,69,63,2
56,106,70,55,63,1
57,85,49,34,51,2
58,90,68,47,63,2
59,72,56,46,63,1
60,63,49,47,63,2
61,96,61,60,63,1
62,81,54,48,63,2
63,96,58,56,63,2
64,51,30,27,63,3
65,63,60,48,63,1
66,100,71,22,3,2
67,80,46,22,3,2
68,77,69,28,3,1
69,99,62,21,3,1
70,62,45,22,3,1
71,90,57,52,63,1
72,97,76,51,63,2
73,117,47,41,51,1
74,62,58,44,63,1
75,60,58,40,63,1
76,96,51,44,51,2
77,59,54,35,63,2
78,70,51,48,63,4
79,118,49,43,51,1
