ID,X,Y,Z,ROTATIONS,COPIES
0,118,79,51,51,1
1,86,32,31,51,3
2,64,58,52,63,2
3,42,42,32,63,4
4,64,55,43,63,2
5,84,70,35,3,1
6,76,57,36,51,1
7,95,60,55,63,1
8,80,66,52,63,2
9,109,73,23,3,1
10,72,65,54,63,2
11,98,55,44,51,2
12,88,61,31,51,1
13,94,82,66,63,1
14,78,77,64,63,1
15,77,32,30,51,1
16,91,61,61,63,2
17,101,100,77,63,1
18,103,63,59,63,2
19,117,61,57,51,1
20,71,69,34,3,1
21,60,51,30,51,1
22,87,60,29,3,2
23,107,72,62,63,2
24,93,77,64,63,2
25,55,44,44,63,2
26,66,36,31,51,1
27,94,79,26,3,1
28,76,63,46,63,1
29,74,56,40,63,2
30,64,54,48,63,1
31,118,43,20,3,2
32,101,26,24,51,4
33,47,37,24,63,1
34,84,58,43,63,1
35,92,81,43,51,2
36,42,38,34,63,4
37,117,52,49,51,2
38,98,46,45,51,2
39,115,68,59,63,1
40,99,52,46,51,1
41,79,40,34,51,2
42,70,67,55,63,1
43,90,86,57,63,1
44,94,75,46,51,1
45,116,84,63,63,1
46,109,41,28,51,2
47,50,34,34,63,1
48,83,71,71,63,1
49,75,43,21,3,1
50,115,87,34,3,3
51,114,47,29,51,1
52,103,74,67,63,1
53,85,75,72,63,1
54,54,54,25,3,2
55,116,77,36,3,1
56,96,85,58,63,3
57,104,71,43,51,2
58,75,48,23,3,3
59,113,72,54,51,1
60,76,54,38,51,1
61,80,63,51,63,2
62,86,76,55,63,3
63,79,68,43,63,1
64,106,79,42,51,2
65,105,80,29,3,2
66,119,83,38,3,2
67,98,33,24,51,1
68,93,67,23,3,2
69,83,73,37,51,1
70,113,70,47,51,1
71,99,39,24,51,1
72,103,67,49,51,2
73,110,43,32,51,1
74,96,78,76,63,1
75,49,48,38,63,1
76,75,64,42,63,2
77,53,46,35,63,1
78,117,74,37,3,1
79,61,50,42,63,1
