ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,82,80,71,1,1,1,1,1,1,4
1,66,37,27,1,1,0,0,1,1,5
2,77,76,31,1,1,0,0,0,0,6
3,100,56,38,1,1,0,0,1,1,4
4,93,86,67,1,1,1,1,1,1,2
5,89,76,30,1,1,0,0,0,0,3
6,98,90,67,1,1,1,1,1,1,4
7,87,52,42,1,1,0,0,1,1,2
8,53,42,35,1,1,1,1,1,1,2
9,116,53,36,1,1,0,0,1,1,4
10,85,79,46,1,1,1,1,1,1,3
11,106,91,24,1,1,0,0,0,0,3
12,112,84,46,1,1,0,0,1,1,1
13,89,56,47,1,1,1,1,1,1,2
14,62,51,39,1,1,1,1,1,1,3
15,69,67,50,1,1,1,1,1,1,3
16,93,74,46,1,1,0,0,1,1,2
17,74,48,35,1,1,0,0,1,1,2
18,95,87,66,1,1,1,1,1,1,4
19,84,54,30,1,1,0,0,1,1,6
20,119,40,28,1,1,0,0,1,1,4
21,98,60,58,1,1,1,1,1,1,2
22,83,57,44,1,1,1,1,1,1,4
23,83,83,20,1,1,0,0,0,0,3
24,88,51,46,1,1,1,1,1,1,4
25,87,76,73,1,1,1,1,1,1,5
26,66,56,35,1,1,1,1,1,1,1
27,76,72,66,1,1,1,1,1,1,7
28,76,63,40,1,1,1,1,1,1,5
29,114,97,66,1,1,1,1,1,1,5
