ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,62,59,52,1,1,1,1,1,1,5
1,54,52,50,1,1,1,1,1,1,4
2,102,69,65,1,1,1,1,1,1,4
3,97,76,46,1,1,0,0,1,1,2
4,52,50,37,1,1,1,1,1,1,5
5,93,85,23,1,1,0,0,0,0,1
6,90,38,38,1,1,0,0,1,1,2
7,66,60,40,1,1,1,1,1,1,3
8,38,31,26,1,1,1,1,1,1,2
9,86,60,36,1,1,0,0,1,1,2
10,92,47,34,1,1,0,0,1,1,7
11,103,69,22,1,1,0,0,0,0,3
12,79,71,42,1,1,1,1,1,1,5
13,66,33,20,1,1,0,0,1,1,6
14,100,93,45,1,1,0,0,0,0,4
15,91,84,21,1,1,0,0,0,0,1
16,92,47,29,1,1,0,0,1,1,3
17,76,55,40,1,1,1,1,1,1,4
18,98,90,53,1,1,1,1,1,1,9
19,81,75,53,1,1,1,1,1,1,6
20,113,88,63,1,1,1,1,1,1,3
21,87,32,20,1,1,0,0,1,1,3
22,92,74,40,1,1,0,0,1,1,4
23,78,55,28,1,1,0,0,1,1,3
24,106,75,23,1,1,0,0,0,0,2
25,66,58,50,1,1,1,1,1,1,6
26,109,79,66,1,1,1,1,1,1,4
27,119,71,36,1,1,0,0,1,1,3
28,93,69,42,1,1,0,0,1,1,5
29,99,90,60,1,1,1,1,1,1,5
