ID,X,Y,Z,ROTATIONS,COPIES
0,52,36,25,51,1
1,63,37,21,51,3
2,100,61,36,51,1
3,79,52,36,51,1
4,99,63,36,51,1
5,97,49,30,51,1
6,90,69,55,63,2
7,91,33,28,51,1
8,111,76,41,51,1
9,95,44,35,51,2
10,74,47,29,51,1
11,100,48,20,3,3
12,75,38,30,51,1
13,86,68,44,63,3
14,72,52,33,51,1
15,112,52,25,3,1
16,109,48,40,51,2
17,83,74,42,63,1
18,101,93,40,3,1
19,76,66,31,3,1
20,107,71,25,3,2
21,57,40,40,63,1
22,64,49,24,3,1
23,118,75,48,51,2
24,99,61,33,51,1
25,100,59,30,51,1
26,92,77,31,3,1
27,77,75,72,63,2
28,61,44,32,63,2
29,65,55,25,3,3
30,89,29,23,51,2
31,117,61,20,3,2
32,89,65,50,63,1
33,63,45,23,51,3
34,92,62,37,51,3
35,101,81,21,3,1
36,113,78,54,51,1
37,95,33,27,51,1
38,90,57,29,51,2
39,110,100,39,3,2
40,116,70,59,63,2
41,113,72,40,51,1
42,41,33,25,63,2
43,91,72,30,3,2
44,108,86,74,63,2
45,91,59,49,63,2
46,53,49,43,63,1
47,97,94,26,3,3
48,72,50,30,51,1
49,73,52,41,63,1
50,89,77,70,63,1
51,110,47,31,51,1
52,94,83,43,51,1
53,102,54,35,51,1
54,82,49,32,51,3
55,99,43,20,3,1
56,75,41,34,51,2
57,72,71,47,63,1
58,74,69,59,63,1
59,78,54,24,3,1
60,107,69,44,51,2
61,100,42,24,51,1
62,70,51,28,51,1
63,118,97,38,3,1
64,52,41,27,63,1
65,68,64,59,63,1
66,40,38,33,63,1
67,118,100,75,63,1
68,117,49,47,51,1
69,85,66,65,63,3
70,78,69,47,63,2
71,50,46,27,63,1
72,85,67,33,3,2
73,108,83,33,3,1
74,41,38,27,63,1
75,106,63,25,3,2
76,104,59,36,51,2
77,75,46,38,63,1
78,42,35,30,63,1
79,73,57,50,63,1
80,103,82,38,3,1
81,78,64,52,63,2
82,58,50,31,63,1
83,87,34,30,51,1
84,90,67,58,63,1
85,83,44,31,51,2
86,77,76,59,63,1
87,58,53,38,63,2
88,115,96,71,63,3
89,82,50,26,51,1
