ID,X,Y,Z,ROTATIONS,COPIES
0,96,72,31,3,2
1,75,72,47,63,1
2,80,25,20,51,1
3,114,94,61,63,1
4,100,40,39,51,1
5,72,51,48,63,1
6,36,28,24,63,1
7,85,58,35,51,2
8,85,84,58,63,2
9,95,48,24,3,1
10,115,70,25,3,1
11,108,49,42,51,1
12,73,64,26,3,1
13,68,54,35,63,1
14,83,62,60,63,1
15,57,56,43,63,2
16,101,57,56,63,2
17,56,48,42,63,1
18,93,55,38,51,1
19,53,53,53,63,2
20,85,83,63,63,1
21,61,46,41,63,2
22,89,79,33,3,1
23,100,85,71,63,1
24,114,97,71,63,1
25,66,50,45,63,2
26,82,59,34,51,2
27,69,62,44,63,3
28,69,68,64,63,1
29,57,56,50,63,2
30,95,42,30,51,1
31,99,70,48,51,1
32,85,82,25,3,1
33,56,51,43,63,2
34,82,51,32,51,1
35,97,88,66,63,2
36,70,56,29,51,1
37,86,85,72,63,1
38,78,41,37,51,1
39,78,64,61,63,2
40,77,72,49,63,1
41,91,80,45,51,1
42,62,40,26,51,1
43,98,77,47,51,1
44,106,70,67,63,1
45,98,66,66,63,2
46,69,65,36,63,1
47,119,61,29,3,1
48,61,37,22,51,1
49,72,69,42,63,1
50,83,51,29,51,2
51,81,80,79,63,1
52,74,55,34,51,1
53,37,31,26,63,1
54,93,41,35,51,1
55,118,94,76,63,1
56,102,87,50,51,1
57,62,45,43,63,1
58,112,95,33,3,2
59,46,39,35,63,2
60,100,61,40,51,1
61,70,53,26,3,1
62,100,80,75,63,1
63,99,75,56,63,1
64,120,69,24,3,2
65,98,77,61,63,1
66,92,69,52,63,1
67,82,76,35,3,1
68,47,38,38,63,1
69,110,62,32,51,1
70,44,35,28,63,1
71,73,53,38,63,1
72,84,62,49,63,1
73,97,78,37,3,1
74,74,49,30,51,3
75,61,55,30,51,1
76,72,46,28,51,2
77,42,31,27,63,1
78,100,75,46,51,2
79,65,62,35,63,1
80,43,41,39,63,1
81,108,49,24,3,1
82,116,73,63,63,1
83,91,91,32,3,2
84,73,43,34,51,1
85,85,74,21,3,1
86,71,41,32,51,2
87,96,85,34,3,1
88,76,65,57,63,1
89,57,51,51,63,1
90,103,72,45,51,4
91,74,35,30,51,1
92,78,37,33,51,1
93,57,50,38,63,2
94,99,55,50,63,1
95,66,58,42,63,1
96,82,78,66,63,1
97,48,43,20,3,1
98,110,62,27,3,1
99,50,47,30,63,2
