ID,X,Y,Z,ROTATIONS,COPIES
0,114,67,25,3,1
1,92,79,25,3,1
2,89,87,36,3,2
3,95,71,36,51,1
4,90,83,43,51,1
5,93,39,28,51,1
6,69,54,31,51,2
7,107,61,37,51,2
8,98,52,40,51,1
9,83,69,60,63,1
10,98,63,58,63,2
11,45,40,26,63,2
12,63,44,36,63,1
13,96,56,43,51,1
14,88,42,35,51,4
15,40,37,36,63,1
16,97,74,67,63,2
17,76,45,42,63,1
18,64,43,42,63,1
19,91,53,37,51,3
20,59,34,22,51,2
21,56,42,27,51,1
22,84,66,53,63,1
23,85,66,53,63,1
24,51,39,35,63,2
25,83,47,45,63,1
26,45,30,25,63,1
27,84,38,25,51,1
28,86,74,28,3,1
29,92,38,37,51,1
30,70,56,44,63,2
31,100,28,25,51,1
32,92,52,49,63,2
33,71,66,34,51,4
34,81,39,38,51,1
35,54,40,26,51,1
36,79,77,21,3,3
37,115,56,45,51,3
38,86,59,48,63,2
39,85,83,62,63,1
40,99,87,61,63,2
41,69,42,38,63,1
42,60,59,42,63,2
43,58,56,41,63,1
44,113,30,28,51,1
45,71,65,63,63,2
46,97,79,23,3,1
47,74,41,39,63,4
48,91,61,30,3,2
49,46,44,42,63,2
50,117,72,63,63,3
51,116,58,28,3,1
52,107,56,27,3,3
53,99,66,30,3,2
54,58,50,35,63,1
55,94,71,60,63,3
56,73,68,55,63,4
57,59,50,22,3,1
58,83,80,53,63,3
59,114,65,31,3,2
60,99,79,21,3,1
61,51,49,21,3,1
62,92,65,47,63,2
63,85,78,28,3,2
64,54,28,23,51,1
65,65,57,43,63,1
66,92,76,29,3,2
67,59,33,28,51,1
68,92,84,63,63,3
69,90,76,34,3,1
70,65,51,29,51,1
71,73,59,29,3,2
72,71,49,35,51,1
73,69,36,25,51,3
74,79,60,32,51,1
75,108,74,66,63,2
76,93,83,76,63,4
77,51,25,22,51,2
78,84,58,34,51,2
79,73,36,30,51,2
