ID,X,Y,Z,ROTATIONS,COPIES
0,88,54,39,51,2
1,94,54,36,51,1
2,87,77,43,51,1
3,100,80,72,63,1
4,83,40,36,51,1
5,91,54,22,3,2
6,109,58,54,51,2
7,94,55,30,51,1
8,34,32,31,63,1
9,83,80,57,63,1
10,108,40,26,51,2
11,72,37,32,51,1
12,93,93,28,3,1
13,71,56,33,51,1
14,104,78,26,3,5
15,94,85,44,51,1
16,82,75,65,63,1
17,109,81,28,3,2
18,79,73,45,63,2
19,104,91,76,63,1
20,56,48,45,63,1
21,67,55,52,63,1
22,72,69,59,63,1
23,103,58,29,3,1
24,61,41,25,51,1
25,63,39,26,51,1
26,88,58,41,51,1
27,87,70,39,51,2
28,61,42,21,3,1
29,66,47,35,63,2
30,103,79,37,3,2
31,62,61,57,63,2
32,57,55,30,63,1
33,64,45,41,63,1
34,92,47,45,51,1
35,95,70,44,51,2
36,43,30,28,63,2
37,79,61,34,51,1
38,103,71,25,3,1
39,116,45,37,51,2
40,96,63,42,51,2
41,106,66,61,63,2
42,59,40,31,63,2
43,85,79,52,63,1
44,116,46,34,51,2
45,64,56,48,63,1
46,70,63,40,63,1
47,105,37,35,51,1
48,94,85,50,63,2
49,94,52,45,51,1
50,66,64,43,63,2
51,55,54,26,3,1
52,76,44,36,51,3
53,79,64,57,63,2
54,106,68,41,51,1
55,110,75,66,63,3
56,119,91,64,63,1
57,62,59,51,63,1
58,45,44,28,63,2
59,70,43,41,63,1
60,106,62,49,51,1
61,95,67,36,51,2
62,90,61,23,3,2
63,83,52,49,63,2
64,88,67,26,3,3
65,118,68,25,3,1
66,98,78,56,63,1
67,98,95,27,3,3
68,84,80,75,63,3
69,57,48,45,63,1
70,94,70,68,63,1
71,47,36,36,63,2
72,55,54,36,63,2
73,80,32,29,51,2
74,115,90,71,63,1
75,61,36,30,51,3
76,80,51,24,3,1
77,73,58,26,3,1
78,115,90,24,3,1
79,68,45,43,63,2
80,60,58,29,3,1
81,67,64,38,63,1
82,100,80,50,51,1
83,96,75,36,3,1
84,91,60,54,63,1
85,77,75,41,63,1
86,73,72,31,3,1
87,76,62,54,63,2
88,79,48,41,63,1
89,85,42,42,51,1
