ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,70,63,49,1,1,1,1,1,1,3
1,84,54,49,1,1,1,1,1,1,2
2,89,70,42,1,1,0,0,1,1,4
3,80,48,39,1,1,0,0,1,1,1
4,114,47,42,1,1,0,0,1,1,6
5,92,62,34,1,1,0,0,1,1,2
6,72,66,43,1,1,1,1,1,1,4
7,120,55,46,1,1,0,0,1,1,4
8,106,62,25,1,1,0,0,0,0,2
9,72,53,34,1,1,0,0,1,1,2
10,74,44,35,1,1,0,0,1,1,3
11,103,71,28,1,1,0,0,0,0,3
12,115,35,31,1,1,0,0,1,1,3
13,117,62,39,1,1,0,0,1,1,4
14,60,32,32,1,1,1,1,1,1,2
15,86,80,39,1,1,0,0,0,0,3
16,71,70,42,1,1,1,1,1,1,7
17,87,58,32,1,1,0,0,1,1,6
18,97,44,29,1,1,0,0,1,1,4
19,95,61,30,1,1,0,0,0,0,5
20,70,41,30,1,1,0,0,1,1,4
21,81,45,40,1,1,0,0,1,1,2
22,119,76,68,1,1,1,1,1,1,3
23,61,55,54,1,1,1,1,1,1,3
24,85,52,40,1,1,0,0,1,1,2
25,46,43,40,1,1,1,1,1,1,4
26,94,76,34,1,1,0,0,0,0,5
27,110,70,59,1,1,1,1,1,1,4
28,46,33,27,1,1,1,1,1,1,2
29,83,40,37,1,1,0,0,1,1,3
30,102,48,22,1,1,0,0,0,0,4
31,116,80,38,1,1,0,0,0,0,3
32,81,65,51,1,1,1,1,1,1,3
33,79,69,37,1,1,0,0,1,1,2
34,85,41,21,1,1,0,0,1,1,3
35,80,71,49,1,1,1,1,1,1,3
36,66,65,36,1,1,1,1,1,1,3
37,118,71,64,1,1,1,1,1,1,4
38,91,65,42,1,1,0,0,1,1,3
39,95,74,70,1,1,1,1,1,1,4
