ID,X,Y,Z,ROTATIONS,COPIES
0,64,48,46,63,3
1,79,25,22,51,1
2,89,85,33,3,1
3,79,66,34,51,1
4,79,54,31,51,1
5,115,95,22,3,5
6,76,54,44,63,6
7,80,44,29,51,3
8,66,33,26,51,1
9,50,32,32,63,4
10,116,93,21,3,3
11,113,64,50,51,3
12,101,80,31,3,3
13,96,76,46,51,2
14,61,61,26,3,4
15,108,26,23,51,2
16,96,88,31,3,3
17,80,61,47,63,2
18,87,74,35,3,3
19,61,51,50,63,5
20,97,77,70,63,4
21,74,65,61,63,1
22,92,30,23,51,3
23,94,59,40,51,1
24,100,84,27,3,4
25,120,42,31,51,3
26,45,40,36,63,1
27,53,50,50,63,2
28,81,64,45,63,2
29,63,62,31,3,1
30,107,59,48,51,5
31,114,76,27,3,4
32,39,26,25,63,2
33,92,67,42,51,3
34,85,82,38,3,2
35,52,41,31,63,3
36,50,40,30,63,1
37,94,47,30,51,3
38,92,76,37,3,1
39,93,56,25,3,5
40,71,38,38,63,2
41,103,71,69,63,2
42,88,67,51,63,3
43,103,70,53,63,1
44,71,69,62,63,2
45,91,79,36,3,2
46,64,46,29,51,2
47,115,82,50,51,2
48,63,34,30,51,1
49,77,29,25,51,1
50,66,38,35,63,2
51,60,52,50,63,3
52,83,68,33,3,2
53,108,52,42,51,1
54,114,88,33,3,4
55,65,64,37,63,4
56,58,36,32,63,1
57,75,73,64,63,2
58,61,32,27,51,2
59,65,65,43,63,1
