ID,X,Y,Z,ROTATIONS,COPIES
0,78,69,37,51,1
1,115,90,58,63,1
2,68,53,20,3,3
3,119,71,47,51,1
4,100,82,57,63,1
5,88,76,52,63,1
6,95,90,43,3,2
7,87,72,62,63,1
8,80,66,47,63,2
9,120,78,67,63,2
10,103,65,60,63,1
11,86,60,50,63,2
12,80,49,37,51,1
13,94,83,36,3,1
14,92,59,51,63,1
15,118,67,35,51,1
16,80,78,62,63,1
17,91,58,33,51,2
18,114,78,49,51,1
19,76,54,40,63,1
20,82,76,65,63,1
21,106,74,38,51,1
22,39,34,30,63,1
23,89,85,71,63,2
24,119,72,60,63,3
25,85,77,61,63,1
26,65,62,45,63,1
27,82,36,27,51,3
28,115,40,33,51,2
29,73,65,64,63,1
30,65,54,37,63,1
31,83,42,35,51,1
32,73,46,40,63,1
33,55,43,30,63,1
34,84,32,25,51,1
35,92,39,22,51,1
36,86,84,73,63,1
37,68,48,33,51,1
38,58,56,40,63,1
39,59,45,37,63,1
40,110,39,29,51,1
41,92,79,60,63,1
42,55,54,34,63,1
43,85,81,27,3,1
44,40,33,26,63,2
45,71,61,57,63,1
46,68,58,44,63,1
47,72,40,29,51,1
48,61,54,30,51,1
49,55,48,47,63,3
50,64,41,35,63,1
51,110,70,31,3,1
52,96,92,37,3,1
53,92,57,46,51,1
54,118,94,63,63,1
55,108,73,58,63,1
56,96,69,53,63,1
57,84,37,35,51,1
58,89,58,53,63,1
59,88,78,78,63,1
60,116,93,78,63,1
61,99,54,21,3,2
62,97,64,29,3,1
63,86,80,77,63,1
64,76,56,37,51,1
65,116,95,27,3,1
66,76,56,24,3,1
67,75,74,47,63,1
68,57,36,35,63,1
69,92,65,49,63,1
70,101,62,21,3,1
71,100,79,56,63,2
72,107,60,38,51,1
73,115,88,42,3,2
74,92,83,75,63,1
75,97,82,36,3,1
76,91,80,38,3,1
77,111,94,58,63,1
78,59,41,38,63,1
79,66,42,38,63,1
80,84,81,27,3,2
81,114,96,65,63,1
82,96,45,37,51,1
83,120,75,58,51,1
84,93,82,69,63,1
85,96,69,54,63,1
86,103,45,32,51,2
87,90,40,20,3,1
88,66,56,41,63,1
89,58,43,41,63,1
