ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,77,42,30,1,1,0,0,1,1,2
1,98,45,28,1,1,0,0,1,1,2
2,61,58,32,1,1,1,1,1,1,3
3,92,77,61,1,1,1,1,1,1,1
4,58,44,27,1,1,0,0,1,1,3
5,108,72,50,1,1,0,0,1,1,4
6,93,72,71,1,1,1,1,1,1,3
7,111,49,30,1,1,0,0,1,1,5
8,79,66,49,1,1,1,1,1,1,3
9,85,74,39,1,1,0,0,1,1,5
10,106,34,33,1,1,0,0,1,1,2
11,113,91,76,1,1,1,1,1,1,4
12,57,49,43,1,1,1,1,1,1,3
13,103,80,27,1,1,0,0,0,0,5
14,74,66,31,1,1,0,0,0,0,5
15,112,66,29,1,1,0,0,0,0,1
16,110,83,67,1,1,1,1,1,1,4
17,119,56,36,1,1,0,0,1,1,2
18,97,87,22,1,1,0,0,0,0,1
19,53,31,25,1,1,0,0,1,1,5
20,79,62,58,1,1,1,1,1,1,6
21,71,61,40,1,1,1,1,1,1,4
22,65,56,28,1,1,0,0,0,0,8
23,67,63,53,1,1,1,1,1,1,4
24,59,43,30,1,1,1,1,1,1,2
25,65,41,41,1,1,1,1,1,1,3
26,78,54,38,1,1,0,0,1,1,1
27,59,54,27,1,1,0,0,0,0,3
28,96,68,34,1,1,0,0,0,0,2
29,113,78,54,1,1,0,0,1,1,2
30,96,90,49,1,1,1,1,1,1,3
31,94,68,46,1,1,0,0,1,1,3
32,67,65,31,1,1,0,0,0,0,2
33,83,46,38,1,1,0,0,1,1,5
34,71,65,51,1,1,1,1,1,1,3
35,88,46,42,1,1,0,0,1,1,1
36,83,32,31,1,1,0,0,1,1,2
37,86,29,26,1,1,0,0,1,1,3
38,86,80,75,1,1,1,1,1,1,4
39,73,70,59,1,1,1,1,1,1,3
