ID,X,Y,Z,ROTATIONS,COPIES
0,85,73,40,51,3
1,73,62,54,63,1
2,90,63,41,51,2
3,75,61,24,3,1
4,57,53,44,63,2
5,93,70,45,51,2
6,73,36,33,51,1
7,95,80,75,63,5
8,93,89,78,63,3
9,113,87,65,63,3
10,72,46,30,51,1
11,100,78,70,63,2
12,53,47,34,63,3
13,87,54,46,63,1
14,52,41,37,63,2
15,79,76,33,3,2
16,77,77,65,63,2
17,65,59,27,3,1
18,54,42,31,63,2
19,87,45,44,63,1
20,118,89,35,3,3
21,74,38,31,51,2
22,92,77,64,63,2
23,109,78,52,51,4
24,108,79,38,3,2
25,120,54,48,51,1
26,57,56,34,63,3
27,58,40,32,63,2
28,114,71,69,63,3
29,100,39,33,51,1
30,101,92,67,63,2
31,89,85,37,3,2
32,104,46,39,51,2
33,73,52,32,51,2
34,77,58,34,51,1
35,99,79,28,3,2
36,88,45,39,51,2
37,112,48,20,3,1
38,80,75,30,3,1
39,95,74,50,63,2
40,95,74,26,3,3
41,106,84,72,63,1
42,119,63,45,51,2
43,79,59,52,63,2
44,112,76,46,51,3
45,101,91,32,3,2
46,84,75,37,3,2
47,78,62,21,3,3
48,94,44,33,51,2
49,99,56,44,51,3
