ID,X,Y,Z,ROTATIONS,COPIES
0,106,55,38,51,1
1,69,50,48,63,2
2,106,63,57,63,1
3,71,66,51,63,1
4,62,41,36,63,1
5,75,49,39,63,1
6,90,64,53,63,2
7,96,79,55,63,1
8,83,75,67,63,1
9,58,48,30,63,1
10,81,59,24,3,1
11,71,56,41,63,1
12,111,76,40,51,1
13,113,27,26,51,1
14,50,41,36,63,1
15,57,55,50,63,1
16,42,25,21,51,1
17,115,44,29,51,2
18,78,54,52,63,1
19,87,68,31,3,2
20,108,87,37,3,1
21,97,28,27,51,2
22,79,77,42,63,2
23,94,82,51,63,1
24,113,89,67,63,1
25,93,59,41,51,1
26,67,40,37,63,2
27,66,51,44,63,1
28,75,42,32,51,1
29,51,46,40,63,2
30,96,51,41,51,2
31,98,32,24,51,1
32,91,86,54,63,1
33,52,52,30,63,2
34,58,51,36,63,1
35,83,45,41,51,1
36,116,43,26,51,1
37,95,71,57,63,1
38,98,50,37,51,1
39,71,45,41,63,2
40,64,49,31,51,1
41,72,63,52,63,1
42,113,36,30,51,1
43,85,70,66,63,1
44,79,40,32,51,1
45,96,50,37,51,1
46,77,69,49,63,1
47,41,31,22,63,1
48,87,76,34,3,1
49,112,80,33,3,1
50,57,52,20,3,2
51,76,61,45,63,2
52,114,96,21,3,4
53,71,61,36,63,1
54,34,34,26,63,2
55,99,78,46,51,1
56,57,42,38,63,1
57,97,73,25,3,2
58,73,40,30,51,1
59,83,43,39,51,1
60,91,82,29,3,2
61,93,34,29,51,1
62,70,49,35,51,1
63,111,47,23,3,2
64,108,92,75,63,1
65,85,73,40,51,1
66,57,51,45,63,1
67,101,67,49,51,2
68,94,57,44,51,2
69,116,54,21,3,1
70,103,99,62,63,1
71,63,47,34,63,1
72,92,46,40,51,2
73,83,53,42,63,2
74,89,53,24,3,1
75,68,64,37,63,1
76,79,29,23,51,1
77,98,78,76,63,2
78,112,99,72,63,2
79,115,84,48,51,2
80,109,68,42,51,1
81,84,65,57,63,1
82,76,68,41,63,2
83,93,48,35,51,1
84,118,72,69,63,1
85,76,63,40,63,3
86,76,61,37,51,1
87,70,57,34,51,2
88,63,43,32,63,1
89,75,46,37,51,1
90,76,69,35,51,1
91,110,80,47,51,1
92,100,68,56,63,1
93,97,90,23,3,1
94,54,54,23,3,1
95,114,64,39,51,1
96,78,61,32,51,1
97,90,67,32,3,3
98,87,76,76,63,2
99,69,65,60,63,1
