ID,X,Y,Z,ROTATIONS,COPIES
0,86,65,57,63,2
1,61,37,32,63,2
2,39,33,27,63,1
3,85,33,26,51,1
4,101,94,42,3,3
5,65,53,46,63,3
6,76,72,39,63,2
7,47,42,25,63,1
8,93,76,60,63,1
9,95,74,51,63,3
10,97,66,32,3,1
11,116,78,37,3,4
12,98,53,47,51,2
13,68,63,60,63,1
14,93,91,68,63,3
15,90,88,35,3,3
16,93,71,66,63,2
17,100,89,70,63,1
18,94,84,35,3,4
19,74,40,30,51,3
20,95,63,39,51,3
21,42,36,20,51,2
22,108,73,38,51,1
23,81,66,46,63,2
24,103,95,20,3,4
25,72,70,66,63,3
26,71,67,26,3,4
27,103,66,48,51,1
28,95,94,75,63,2
29,76,59,46,63,2
30,86,86,38,3,3
31,113,75,62,63,3
32,120,75,47,51,2
33,64,58,49,63,2
34,73,39,27,51,3
35,95,93,50,63,2
36,89,79,61,63,4
37,76,63,56,63,2
38,115,66,59,63,1
39,99,46,28,51,4
40,74,73,35,3,4
41,68,67,27,3,3
42,91,39,28,51,5
43,80,75,22,3,2
44,103,60,54,63,1
45,84,72,29,3,2
46,96,80,80,63,1
47,100,52,32,51,2
48,73,43,33,51,1
49,98,71,32,3,1
