ID,X,Y,Z,ROTATIONS,COPIES
0,55,37,22,51,3
1,72,55,31,51,1
2,61,56,36,63,1
3,76,72,22,3,1
4,74,66,61,63,1
5,43,39,32,63,3
6,108,98,27,3,1
7,109,73,65,63,1
8,97,92,40,3,1
9,109,80,62,63,1
10,57,57,45,63,1
11,114,43,41,51,1
12,100,69,67,63,1
13,82,68,24,3,1
14,97,34,31,51,1
15,99,95,60,63,1
16,79,45,45,63,1
17,44,35,30,63,1
18,85,65,55,63,2
19,100,91,76,63,1
20,116,58,24,3,2
21,101,53,40,51,1
22,79,54,34,51,2
23,70,70,53,63,1
24,90,56,23,3,3
25,95,86,57,63,2
26,101,56,31,51,1
27,96,50,31,51,2
28,60,50,34,63,2
29,54,45,31,63,1
30,79,51,29,51,2
31,114,76,44,51,2
32,88,80,67,63,1
33,66,50,33,51,2
34,62,39,32,63,2
35,73,71,30,3,1
36,105,60,25,3,1
37,98,79,21,3,1
38,103,67,21,3,2
39,58,57,51,63,1
40,56,56,23,3,4
41,85,49,30,51,1
42,70,53,52,63,2
43,75,68,43,63,1
44,62,61,40,63,1
45,98,76,60,63,2
46,72,71,55,63,2
47,84,53,41,51,2
48,84,31,30,51,4
49,99,55,20,3,1
50,100,74,40,51,2
51,55,54,50,63,1
52,74,49,37,51,2
53,96,76,34,3,1
54,72,50,36,51,1
55,100,84,68,63,1
56,76,50,48,63,2
57,98,75,25,3,2
58,73,60,43,63,3
59,76,70,36,51,1
60,115,59,35,51,1
61,49,48,34,63,2
62,83,62,56,63,2
63,102,72,31,3,2
64,81,36,36,51,1
65,99,75,55,63,1
66,99,62,39,51,3
67,52,45,26,51,1
68,94,90,61,63,1
69,71,36,32,51,1
70,117,63,42,51,1
71,86,76,70,63,1
72,93,66,20,3,2
73,87,41,34,51,1
74,77,58,56,63,1
75,52,50,47,63,2
76,38,26,25,63,5
77,92,40,38,51,3
78,48,25,20,51,1
79,53,36,33,63,1
80,47,38,31,63,1
81,70,54,35,51,1
82,62,46,24,51,2
83,108,77,48,51,2
84,56,53,35,63,1
85,64,63,36,63,1
86,117,48,41,51,2
87,87,59,49,63,2
88,100,80,36,3,1
89,60,58,35,63,2
90,111,98,46,3,1
91,91,41,27,51,1
92,99,65,37,51,2
93,102,25,20,51,1
94,116,43,29,51,2
95,102,46,31,51,1
96,62,54,50,63,1
97,107,80,39,3,1
98,70,42,35,51,2
99,118,85,80,63,1
