ID,X,Y,Z,ROTATIONS,COPIES
0,100,33,31,51,1
1,84,68,42,51,1
2,95,84,31,3,1
3,57,39,30,63,2
4,76,71,60,63,1
5,71,68,46,63,1
6,109,51,26,51,1
7,109,54,45,51,2
8,84,55,29,51,1
9,104,66,20,3,1
10,119,76,39,51,1
11,75,74,43,63,2
12,84,36,26,51,1
13,77,45,32,51,1
14,75,57,42,63,1
15,51,50,42,63,1
16,63,59,41,63,2
17,71,70,34,3,1
18,74,71,66,63,1
19,38,31,30,63,2
20,80,67,60,63,1
21,93,73,27,3,2
22,78,63,44,63,1
23,68,64,63,63,1
24,116,70,69,63,1
25,120,77,53,51,2
26,75,67,32,3,2
27,90,67,28,3,1
28,73,57,36,51,1
29,95,62,47,51,2
30,95,75,60,63,1
31,75,59,55,63,1
32,77,68,52,63,1
33,104,48,38,51,1
34,78,69,63,63,2
35,55,42,25,51,2
36,55,49,28,63,3
37,103,79,54,63,1
38,69,60,52,63,1
39,98,92,75,63,1
40,60,43,34,63,1
41,110,100,72,63,1
42,80,77,74,63,1
43,66,54,33,51,1
44,81,65,29,3,1
45,91,75,46,63,1
46,104,45,28,51,1
47,54,42,40,63,1
48,80,62,58,63,1
49,86,58,30,51,1
50,112,88,39,3,1
51,63,32,27,51,1
52,120,72,41,51,1
53,100,74,61,63,1
54,62,53,37,63,1
55,111,79,34,3,1
56,85,70,38,51,1
57,53,52,46,63,2
58,75,39,25,51,1
59,111,99,78,63,2
60,86,60,52,63,1
61,67,31,20,51,2
62,71,30,22,51,1
63,79,57,29,51,2
64,106,76,30,3,2
65,113,89,44,3,2
66,84,28,26,51,1
67,68,42,30,51,2
68,78,61,24,3,2
69,100,68,65,63,1
70,103,67,66,63,1
71,89,67,26,3,1
72,58,47,34,63,2
73,78,72,35,3,1
74,101,74,58,63,2
75,76,69,40,63,1
76,78,69,55,63,1
77,74,42,23,51,2
78,67,56,45,63,3
79,78,51,48,63,1
80,77,61,40,63,1
81,79,77,65,63,1
82,94,76,67,63,1
83,99,78,44,51,2
84,77,59,55,63,2
85,80,49,43,63,1
86,89,61,32,51,1
87,112,54,28,51,3
88,94,87,77,63,1
89,96,71,37,51,1
90,54,39,35,63,1
91,82,75,63,63,1
92,45,40,34,63,1
93,66,42,41,63,1
94,54,43,41,63,2
95,85,56,42,51,1
96,74,46,40,63,1
97,43,34,30,63,1
98,115,67,29,3,1
99,72,68,37,63,1
