ID,X,Y,Z,ROTATIONS,COPIES
0,118,54,42,51,1
1,112,95,20,3,1
2,118,38,37,51,1
3,76,38,38,51,2
4,100,56,34,51,1
5,100,73,50,51,1
6,75,58,36,51,1
7,76,51,41,63,1
8,82,75,39,51,1
9,84,76,44,63,1
10,80,68,50,63,1
11,61,46,28,51,1
12,80,75,51,63,1
13,92,62,49,63,1
14,72,48,21,3,1
15,54,37,33,63,1
16,46,37,34,63,1
17,109,37,24,51,2
18,63,56,33,63,1
19,111,62,61,63,1
20,78,53,30,51,1
21,55,50,47,63,1
22,86,79,33,3,3
23,92,90,29,3,2
24,120,80,64,63,2
25,71,37,22,51,2
26,106,88,22,3,2
27,120,31,23,51,1
28,104,70,66,63,1
29,78,76,75,63,1
30,99,74,54,63,1
31,58,55,34,63,1
32,73,67,42,63,1
33,120,81,35,3,2
34,115,67,54,51,3
35,97,95,43,3,2
36,114,88,40,3,1
37,63,58,48,63,1
38,92,44,20,3,2
39,82,78,27,3,1
40,95,69,67,63,2
41,98,75,28,3,1
42,80,51,51,63,1
43,117,43,34,51,2
44,99,64,27,3,1
45,38,31,29,63,2
46,64,45,35,63,1
47,69,60,36,63,2
48,89,71,61,63,1
49,83,76,39,51,2
50,67,58,50,63,1
51,114,67,28,3,1
52,102,73,71,63,2
53,108,57,48,51,1
54,118,85,69,63,1
55,57,53,42,63,2
56,64,50,37,63,3
57,53,31,26,51,1
58,47,45,37,63,1
59,84,80,34,3,2
60,63,42,28,51,3
61,73,62,32,51,1
62,52,38,34,63,1
63,115,68,62,63,2
64,68,53,46,63,1
65,83,64,39,51,2
66,95,91,30,3,1
67,57,34,23,51,1
68,77,72,61,63,1
69,86,73,60,63,1
70,66,65,34,63,1
71,110,75,71,63,2
72,82,77,62,63,1
73,83,68,37,51,2
74,77,61,38,51,2
75,90,54,48,63,2
76,58,47,43,63,1
77,45,44,22,3,2
78,84,42,41,51,2
79,80,47,25,51,1
80,105,81,63,63,1
81,80,47,33,51,2
82,93,51,25,3,2
83,72,71,56,63,1
84,100,83,43,51,1
85,93,90,35,3,2
86,114,76,36,3,1
87,117,91,58,51,2
88,75,58,31,51,1
89,63,46,34,63,1
