ID,X,Y,Z,ROTATIONS,COPIES
0,78,49,47,63,3
1,46,45,43,63,1
2,98,44,36,51,1
3,100,89,31,3,1
4,108,76,47,51,1
5,75,36,28,51,2
6,108,82,56,63,1
7,45,41,24,63,1
8,103,48,38,51,1
9,74,62,46,63,2
10,96,56,44,51,1
11,117,64,42,51,2
12,73,71,50,63,1
13,61,48,47,63,1
14,91,49,27,51,2
15,78,77,28,3,1
16,119,78,34,3,1
17,106,78,63,63,1
18,82,68,62,63,1
19,100,73,53,63,1
20,74,62,30,3,1
21,76,25,20,51,1
22,97,44,34,51,2
23,98,56,49,51,1
24,66,46,38,63,1
25,64,36,32,51,2
26,118,79,45,51,1
27,75,60,45,63,1
28,95,68,47,51,2
29,78,51,29,51,1
30,96,68,47,51,1
31,88,67,44,51,2
32,56,47,44,63,1
33,115,36,32,51,3
34,51,49,47,63,2
35,79,79,78,63,1
36,111,55,32,51,1
37,87,48,41,51,1
38,72,47,41,63,1
39,84,76,39,51,3
40,100,63,53,63,1
41,87,85,24,3,2
42,109,74,57,63,2
43,87,76,75,63,1
44,80,60,59,63,1
45,78,74,36,3,1
46,88,57,55,63,1
47,80,57,51,63,1
48,99,73,35,3,2
49,58,57,44,63,2
50,109,73,72,63,1
51,97,44,20,3,1
52,51,51,51,63,1
53,79,77,44,63,1
54,74,59,47,63,1
55,84,69,47,63,1
56,115,47,32,51,1
57,57,48,45,63,1
58,103,35,33,51,1
59,110,85,53,51,1
60,105,34,30,51,2
61,80,56,30,51,1
62,91,62,60,63,2
63,106,50,31,51,2
64,83,56,30,51,1
65,73,34,33,51,1
66,113,66,42,51,2
67,63,49,38,63,1
68,81,65,53,63,1
69,80,71,53,63,1
70,99,41,30,51,1
71,86,67,34,51,1
72,72,50,41,63,1
73,96,82,43,51,1
74,70,41,29,51,1
75,72,56,49,63,2
76,100,92,41,3,1
77,93,39,37,51,2
78,115,61,46,51,1
79,91,90,65,63,2
80,119,55,48,51,1
81,52,35,29,63,1
82,113,79,50,51,1
83,77,74,20,3,2
84,110,99,57,63,2
85,69,46,22,3,1
86,80,63,58,63,1
87,116,48,32,51,2
88,103,55,28,51,2
89,107,72,37,51,1
90,107,96,30,3,1
91,78,77,33,3,1
92,68,40,36,63,1
93,65,56,41,63,1
94,108,87,67,63,1
95,55,53,36,63,1
96,76,74,51,63,1
97,53,48,25,51,1
98,103,60,40,51,1
99,66,42,28,51,1
