ID,X,Y,Z,ROTATIONS,COPIES
0,118,79,51,51,1
1,86,32,31,51,1
2,64,58,52,63,2
3,42,42,32,63,3
4,64,55,43,63,3
5,84,70,35,3,2
6,76,57,36,51,2
7,95,60,55,63,1
8,80,66,52,63,2
9,109,73,23,3,3
10,72,65,54,63,2
11,98,55,44,51,1
12,88,61,31,51,2
13,94,82,66,63,2
14,78,77,64,63,3
15,77,32,30,51,2
16,91,61,61,63,1
17,101,100,77,63,2
18,103,63,59,63,2
19,117,61,57,51,1
20,71,69,34,3,1
21,60,51,30,51,2
22,87,60,29,3,3
23,107,72,62,63,1
24,93,77,64,63,3
25,55,44,44,63,1
26,66,36,31,51,2
27,94,79,26,3,2
28,76,63,46,63,3
29,74,56,40,63,2
30,64,54,48,63,1
31,118,43,20,3,1
32,101,26,24,51,1
33,47,37,24,63,2
34,84,58,43,63,3
35,92,81,43,51,2
36,42,38,34,63,1
37,117,52,49,51,2
38,98,46,45,51,1
39,115,68,59,63,2
40,99,52,46,51,2
41,79,40,34,51,2
42,70,67,55,63,2
43,90,86,57,63,4
44,94,75,46,51,1
45,116,84,63,63,2
46,109,41,28,51,2
47,50,34,34,63,1
48,83,71,71,63,2
49,75,43,21,3,1
50,115,87,34,3,3
51,114,47,29,51,1
52,103,74,67,63,1
53,85,75,72,63,2
54,54,54,25,3,2
55,116,77,36,3,4
56,96,85,58,63,1
57,104,71,43,51,2
58,75,48,23,3,5
59,113,72,54,51,2
