ID,X,Y,Z,ROTATIONS,COPIES
0,97,81,27,3,1
1,102,78,39,3,3
2,113,46,36,51,1
3,66,50,42,63,2
4,101,30,26,51,2
5,100,56,35,51,5
6,91,50,40,51,2
7,106,61,56,63,3
8,103,63,58,63,4
9,75,57,41,63,2
10,71,68,64,63,2
11,85,67,39,51,3
12,97,63,56,63,4
13,61,48,30,51,1
14,80,54,35,51,3
15,73,66,62,63,1
16,90,74,69,63,2
17,118,61,40,51,2
18,94,43,31,51,2
19,90,49,30,51,1
20,61,43,20,3,1
21,74,73,59,63,2
22,58,53,51,63,1
23,100,62,53,63,2
24,64,46,45,63,3
25,83,71,34,3,1
26,80,51,34,51,1
27,71,60,46,63,1
28,113,56,46,51,2
29,110,76,31,3,2
30,71,61,35,51,2
31,87,82,41,3,1
32,105,85,37,3,1
33,92,66,36,51,2
34,100,47,36,51,1
35,99,98,37,3,2
36,97,79,49,63,4
37,70,41,33,51,2
38,68,35,28,51,2
39,118,67,32,3,3
40,117,65,38,51,1
41,82,54,28,51,2
42,74,69,64,63,2
43,83,69,47,63,1
44,95,74,55,63,3
45,70,65,28,3,3
46,86,51,31,51,3
47,95,85,40,3,2
48,98,29,29,51,1
49,120,69,68,63,2
50,103,51,44,51,1
51,87,78,67,63,3
52,81,75,48,63,1
53,74,57,39,63,2
54,66,34,28,51,2
55,104,95,74,63,1
56,87,70,61,63,2
57,111,75,30,3,2
58,106,40,33,51,4
59,68,61,33,51,1
