ID,X,Y,Z,ROTATIONS,COPIES
0,109,80,68,63,1
1,90,45,31,51,1
2,66,56,34,63,2
3,76,66,34,51,1
4,111,80,53,51,2
5,86,59,29,3,1
6,80,72,63,63,1
7,81,47,22,3,1
8,114,80,64,63,2
9,90,37,32,51,1
10,75,48,40,63,1
11,67,52,45,63,1
12,88,82,74,63,1
13,100,63,23,3,3
14,103,53,48,51,1
15,79,44,41,63,1
16,89,85,50,63,2
17,60,54,44,63,2
18,65,52,27,51,1
19,88,71,45,63,1
20,106,75,41,51,2
21,119,67,62,63,2
22,117,82,38,3,1
23,79,77,40,63,2
24,74,73,67,63,1
25,95,68,57,63,1
26,77,45,27,51,1
27,61,48,26,51,1
28,51,43,25,51,1
29,86,61,31,51,2
30,42,39,34,63,1
31,92,59,55,63,2
32,117,55,32,51,1
33,112,64,36,51,1
34,97,73,47,51,1
35,75,64,32,3,1
36,69,64,39,63,2
37,81,64,28,3,1
38,80,52,36,51,1
39,87,62,46,63,4
40,78,55,52,63,2
41,92,61,50,63,1
42,66,40,32,51,2
43,86,38,20,51,1
44,72,37,28,51,1
45,99,98,42,3,2
46,71,38,37,63,2
47,100,89,45,51,3
48,112,60,46,51,1
49,99,85,49,51,3
50,85,77,75,63,2
51,119,65,28,3,1
52,111,57,41,51,1
53,91,78,24,3,2
54,90,61,31,51,1
55,66,39,38,63,1
56,99,60,20,3,2
57,87,74,53,63,1
58,60,38,36,63,1
59,52,49,28,63,2
60,95,75,64,63,1
61,115,70,41,51,1
62,79,59,54,63,1
63,49,41,32,63,1
64,80,61,41,63,1
65,76,48,23,3,1
66,89,60,28,3,1
67,62,32,32,63,1
68,112,50,31,51,1
69,93,71,32,3,1
70,68,67,65,63,1
71,99,71,48,51,2
72,113,79,65,63,2
73,70,43,36,63,1
74,98,43,26,51,1
75,100,77,34,3,3
76,109,63,49,51,1
77,81,59,23,3,1
78,75,74,49,63,1
79,66,36,25,51,2
80,73,62,41,63,1
81,101,55,41,51,2
82,76,48,26,51,1
83,85,58,29,3,1
84,80,80,34,3,1
85,116,66,27,3,1
86,79,56,54,63,1
87,98,69,25,3,1
88,43,30,24,63,3
89,74,34,28,51,4
