ID,X,Y,Z,ROTATIONS,COPIES
0,96,82,63,63,3
1,74,63,59,63,4
2,86,60,43,51,7
3,90,67,57,63,3
4,97,91,80,63,6
5,116,61,28,3,4
6,86,41,35,51,3
7,67,44,26,51,6
8,115,79,31,3,4
9,62,59,46,63,3
10,49,41,39,63,6
11,55,48,33,63,3
12,113,89,63,63,4
13,49,36,33,63,2
14,71,63,54,63,4
15,62,58,21,3,2
16,85,75,34,3,8
17,64,61,50,63,7
18,73,53,48,63,7
19,57,53,47,63,1
20,70,50,22,3,5
21,71,47,40,63,3
22,117,38,21,51,7
23,83,38,30,51,4
24,84,71,66,63,4
25,66,44,38,63,5
26,66,56,45,63,7
27,74,70,68,63,6
28,105,64,27,3,3
29,71,59,31,51,3
