ID,X,Y,Z,ROTATIONS,COPIES
0,99,68,23,3,1
1,68,52,40,63,3
2,101,66,61,63,4
3,57,56,22,3,4
4,81,54,47,63,5
5,86,34,25,51,2
6,54,46,27,51,2
7,95,65,34,51,2
8,105,57,29,51,1
9,120,63,28,3,4
10,64,62,42,63,2
11,78,65,21,3,6
12,98,94,45,3,2
13,94,58,26,3,3
14,113,81,51,51,2
15,83,80,76,63,3
16,86,64,53,63,3
17,68,44,33,51,4
18,52,40,31,63,1
19,95,67,38,51,4
20,98,70,27,3,2
21,116,54,37,51,2
22,90,51,36,51,2
23,104,75,52,51,3
24,74,50,39,63,1
25,71,64,41,63,4
26,88,72,37,51,4
27,85,68,41,51,3
28,84,84,33,3,2
29,83,62,40,51,2
30,84,64,57,63,1
31,80,68,39,51,3
32,80,53,38,51,2
33,115,62,23,3,4
34,94,43,30,51,1
35,85,43,39,51,2
36,50,35,21,51,1
37,78,63,56,63,3
38,75,52,34,51,3
39,76,75,34,3,2
40,86,27,20,51,3
41,70,52,28,51,2
42,53,35,25,51,2
43,108,49,21,3,2
44,46,42,36,63,4
45,64,50,44,63,1
46,108,42,24,51,9
47,77,48,26,51,1
48,114,50,43,51,1
49,94,65,48,63,3
50,102,29,21,51,3
51,57,48,38,63,2
52,61,29,25,51,3
53,45,44,37,63,5
54,74,54,50,63,2
55,77,64,33,51,1
56,92,69,44,51,4
57,86,63,46,63,5
58,99,51,28,51,1
59,107,56,41,51,3
