ID,X,Y,Z,ROTATIONS,COPIES
0,109,68,64,63,1
1,84,58,55,63,1
2,96,83,24,3,1
3,74,67,37,51,1
4,107,73,70,63,1
5,80,73,54,63,2
6,72,41,33,51,1
7,84,79,74,63,1
8,40,37,20,51,1
9,74,73,42,63,1
10,55,48,33,63,2
11,109,74,70,63,1
12,107,44,39,51,2
13,99,51,47,51,1
14,80,62,38,51,1
15,46,43,37,63,1
16,94,69,36,51,1
17,98,64,48,51,1
18,99,91,70,63,1
19,113,76,52,51,1
20,62,52,24,3,1
21,99,86,61,63,1
22,113,95,40,3,1
23,117,88,60,63,1
24,67,48,36,63,1
25,103,91,58,63,1
26,88,51,37,51,2
27,106,63,59,63,1
28,98,64,61,63,1
29,88,80,48,63,1
30,94,60,29,3,1
31,115,78,50,51,1
32,100,63,26,3,1
33,109,72,43,51,1
34,62,57,54,63,2
35,82,72,34,3,2
36,78,63,58,63,1
37,97,64,64,63,1
38,100,58,23,3,2
39,71,51,47,63,1
40,76,61,35,51,1
41,77,64,33,51,1
42,109,55,46,51,2
43,100,69,55,63,1
44,96,65,63,63,1
45,71,56,30,51,4
46,74,61,39,63,3
47,117,93,76,63,1
48,87,66,25,3,1
49,58,54,29,51,1
50,67,56,53,63,1
51,73,49,46,63,1
52,111,60,39,51,1
53,57,42,31,63,2
54,91,38,31,51,1
55,101,75,52,63,1
56,88,70,23,3,1
57,74,66,51,63,1
58,74,71,65,63,1
59,48,38,32,63,1
60,112,89,62,63,1
61,71,46,36,63,1
62,39,38,30,63,3
63,77,74,29,3,1
64,68,67,33,3,1
65,76,42,37,51,1
66,77,64,55,63,1
67,74,62,38,63,1
68,77,69,53,63,2
69,100,43,27,51,1
70,74,65,44,63,1
71,59,44,41,63,1
72,72,54,24,3,1
73,94,38,25,51,1
74,68,51,34,51,1
75,100,80,29,3,3
76,87,60,49,63,1
77,100,86,41,3,1
78,104,52,27,51,2
79,99,85,79,63,1
80,99,90,44,3,1
81,71,68,21,3,1
82,47,47,35,63,1
83,93,71,22,3,1
84,80,43,40,51,2
85,44,39,33,63,1
86,67,37,27,51,1
87,77,75,52,63,2
88,68,61,48,63,1
89,100,67,47,51,1
90,86,64,23,3,1
91,113,47,20,3,1
92,111,72,58,63,1
93,97,56,47,51,1
94,112,90,65,63,1
95,109,78,73,63,1
96,103,55,28,51,1
97,101,91,25,3,2
98,92,57,20,3,2
99,112,39,28,51,2
