ID,X,Y,Z,ROTATIONS,COPIES
0,91,52,33,51,1
1,87,81,63,63,1
2,113,79,45,51,1
3,114,52,45,51,2
4,110,90,66,63,1
5,81,41,31,51,3
6,108,67,37,51,1
7,118,82,57,51,1
8,96,60,30,3,1
9,43,42,36,63,1
10,93,78,77,63,1
11,85,62,25,3,1
12,93,83,30,3,1
13,101,87,77,63,1
14,112,72,56,51,1
15,49,39,31,63,1
16,100,67,38,51,3
17,76,59,41,63,1
18,114,64,59,63,2
19,91,68,34,3,1
20,63,57,57,63,2
21,93,54,44,51,2
22,99,64,37,51,2
23,80,63,34,51,1
24,50,31,31,63,1
25,95,74,39,51,1
26,78,76,67,63,2
27,59,46,28,51,1
28,85,63,49,63,2
29,81,32,26,51,2
30,111,55,26,3,1
31,65,37,34,63,2
32,98,52,20,3,3
33,84,75,72,63,1
34,89,67,58,63,1
35,97,74,33,3,1
36,76,55,46,63,1
37,41,34,30,63,1
38,78,61,52,63,1
39,92,47,43,51,1
40,101,58,33,51,1
41,99,56,41,51,1
42,45,41,34,63,1
43,115,79,50,51,2
44,68,47,40,63,1
45,95,92,42,3,1
46,92,77,55,63,1
47,55,42,33,63,1
48,78,53,50,63,1
49,112,85,52,51,2
50,53,41,32,63,1
51,112,68,40,51,1
52,96,50,22,3,1
53,65,65,49,63,1
54,58,44,43,63,1
55,65,53,40,63,3
56,101,100,61,63,3
57,112,65,61,63,1
58,90,60,44,51,2
59,118,75,62,63,1
60,81,71,33,3,1
61,120,42,41,51,2
62,118,42,35,51,1
63,42,37,33,63,2
64,74,52,43,63,2
65,77,68,44,63,1
66,74,40,23,51,1
67,79,78,46,63,1
68,81,57,21,3,1
69,95,66,26,3,1
70,118,100,21,3,1
71,54,49,38,63,2
72,79,68,68,63,1
73,116,42,29,51,1
74,75,69,26,3,1
75,114,48,32,51,1
76,117,71,50,51,1
77,118,74,58,51,1
78,100,83,54,63,2
79,54,43,35,63,3
80,65,64,27,3,1
81,96,46,39,51,1
82,83,68,63,63,1
83,83,37,36,51,3
84,60,57,43,63,1
85,108,57,50,51,1
86,74,72,53,63,1
87,66,43,35,63,1
88,87,63,25,3,1
89,120,78,62,63,2
