ID,X,Y,Z,ROTATIONS,COPIES
0,83,71,46,63,1
1,76,63,54,63,4
2,91,56,40,51,4
3,61,42,34,63,2
4,84,67,47,63,1
5,95,79,57,63,2
6,90,80,23,3,2
7,69,43,28,51,2
8,72,69,48,63,2
9,83,64,58,63,3
10,99,94,24,3,1
11,96,69,53,63,1
12,71,70,36,63,3
13,57,52,45,63,1
14,99,71,43,51,2
15,72,71,27,3,3
16,59,37,22,51,1
17,86,56,44,63,2
18,80,55,41,63,1
19,78,58,30,51,2
20,103,71,60,63,2
21,57,47,31,63,1
22,60,36,33,63,2
23,66,48,27,51,1
24,45,40,37,63,2
25,103,68,52,63,1
26,111,78,53,51,2
27,98,81,71,63,2
28,105,35,35,51,2
29,118,41,40,51,2
30,100,61,52,63,2
31,64,56,53,63,1
32,74,42,36,51,3
33,77,27,26,51,2
34,70,34,28,51,2
35,37,35,33,63,2
36,110,74,53,51,2
37,106,33,30,51,2
38,70,69,46,63,1
39,53,44,26,51,1
40,111,80,25,3,2
41,93,77,61,63,2
42,89,58,43,51,1
43,73,63,33,51,2
44,111,90,21,3,1
45,82,77,71,63,2
46,95,66,32,3,1
47,64,44,38,63,2
48,98,71,41,51,1
49,74,43,32,51,1
50,79,78,21,3,3
51,87,78,29,3,1
52,94,68,47,51,2
53,120,78,68,63,1
54,102,79,59,63,2
55,77,66,54,63,1
56,82,45,21,3,2
57,56,55,41,63,1
58,78,39,30,51,2
59,95,69,25,3,2
60,96,92,54,63,1
61,93,67,35,51,3
62,70,41,31,51,1
63,107,87,65,63,2
64,45,42,20,3,2
65,88,62,61,63,2
66,54,41,37,63,1
67,114,44,29,51,1
68,103,84,52,63,2
69,86,44,43,51,1
70,98,63,63,63,1
71,100,83,22,3,1
72,45,35,26,63,3
73,96,57,41,51,1
74,96,69,54,63,1
75,64,42,35,63,1
76,116,68,30,3,1
77,79,53,45,63,1
78,78,45,30,51,3
79,78,77,28,3,1
