ID,X,Y,Z,ROTATIONS,COPIES
0,75,54,35,51,5
1,107,60,49,51,3
2,70,67,42,63,4
3,78,71,44,63,2
4,78,61,27,3,3
5,78,73,48,63,4
6,109,87,32,3,4
7,91,87,25,3,6
8,67,51,47,63,1
9,67,63,60,63,3
10,115,59,34,51,1
11,102,35,34,51,3
12,117,54,48,51,2
13,70,61,40,63,5
14,64,63,59,63,3
15,95,87,63,63,3
16,113,92,23,3,3
17,113,49,32,51,2
18,99,75,63,63,4
19,56,55,46,63,3
20,94,69,55,63,2
21,110,93,60,63,4
22,73,72,65,63,3
23,77,50,41,63,2
24,55,37,34,63,3
25,71,60,28,3,2
26,99,33,21,51,3
27,89,72,37,51,4
28,63,58,31,51,3
29,48,38,23,51,3
30,67,67,63,63,4
31,117,96,80,63,3
32,64,40,24,51,4
33,96,61,20,3,2
34,107,83,26,3,5
35,60,51,40,63,1
36,93,82,29,3,2
37,79,50,36,51,2
38,80,74,58,63,4
39,100,42,30,51,2
