ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,89,78,50,1,1,1,1,1,1,1
1,73,65,46,1,1,1,1,1,1,1
2,94,66,39,1,1,0,0,1,1,1
3,66,59,42,1,1,1,1,1,1,1
4,106,93,70,1,1,1,1,1,1,1
5,80,71,62,1,1,1,1,1,1,1
6,60,36,26,1,1,0,0,1,1,1
7,72,31,31,1,1,0,0,1,1,1
8,63,63,31,1,1,0,0,0,0,2
9,74,39,23,1,1,0,0,1,1,2
10,105,72,52,1,1,0,0,1,1,1
11,101,76,45,1,1,0,0,1,1,2
12,93,73,65,1,1,1,1,1,1,2
13,74,47,42,1,1,1,1,1,1,1
14,72,33,28,1,1,0,0,1,1,1
15,99,91,45,1,1,0,0,0,0,1
16,79,60,44,1,1,1,1,1,1,1
17,81,57,50,1,1,1,1,1,1,1
18,99,72,61,1,1,1,1,1,1,1
19,38,35,31,1,1,1,1,1,1,1
20,74,51,48,1,1,1,1,1,1,1
21,98,96,40,1,1,0,0,0,0,1
22,70,46,38,1,1,1,1,1,1,1
23,65,51,44,1,1,1,1,1,1,1
24,69,59,26,1,1,0,0,0,0,1
25,83,70,51,1,1,1,1,1,1,1
26,56,48,23,1,1,0,0,0,0,1
27,73,66,47,1,1,1,1,1,1,1
28,74,54,33,1,1,0,0,1,1,1
29,98,54,46,1,1,0,0,1,1,1
30,53,50,38,1,1,1,1,1,1,1
31,87,71,50,1,1,1,1,1,1,1
32,70,66,65,1,1,1,1,1,1,1
33,102,51,50,1,1,0,0,1,1,1
34,73,66,60,1,1,1,1,1,1,1
35,86,65,50,1,1,1,1,1,1,1
36,83,71,44,1,1,1,1,1,1,1
37,107,86,79,1,1,1,1,1,1,2
38,78,74,36,1,1,0,0,0,0,1
39,102,85,26,1,1,0,0,0,0,1
40,77,58,52,1,1,1,1,1,1,1
41,69,58,42,1,1,1,1,1,1,1
42,110,93,53,1,1,0,0,1,1,1
43,99,64,32,1,1,0,0,0,0,1
44,72,66,35,1,1,0,0,1,1,2
45,63,39,23,1,1,0,0,1,1,1
46,99,35,31,1,1,0,0,1,1,1
47,93,73,54,1,1,1,1,1,1,1
48,76,75,59,1,1,1,1,1,1,1
49,77,64,59,1,1,1,1,1,1,1
50,94,61,33,1,1,0,0,1,1,1
51,103,78,72,1,1,1,1,1,1,1
52,80,69,27,1,1,0,0,0,0,1
53,59,40,37,1,1,1,1,1,1,2
54,78,48,29,1,1,0,0,1,1,1
55,117,81,56,1,1,0,0,1,1,2
56,93,76,61,1,1,1,1,1,1,1
57,74,54,42,1,1,1,1,1,1,2
58,118,46,38,1,1,0,0,1,1,1
59,86,71,57,1,1,1,1,1,1,1
60,119,71,29,1,1,0,0,0,0,2
61,82,62,25,1,1,0,0,0,0,1
62,91,75,63,1,1,1,1,1,1,1
63,48,37,28,1,1,1,1,1,1,2
64,80,50,36,1,1,0,0,1,1,1
65,103,58,40,1,1,0,0,1,1,1
66,86,43,42,1,1,0,0,1,1,1
67,110,62,27,1,1,0,0,0,0,1
68,57,53,28,1,1,0,0,1,1,2
69,76,55,51,1,1,1,1,1,1,1
70,117,46,31,1,1,0,0,1,1,1
71,111,49,33,1,1,0,0,1,1,1
72,73,69,59,1,1,1,1,1,1,1
73,106,34,29,1,1,0,0,1,1,1
74,89,62,46,1,1,1,1,1,1,3
75,61,53,50,1,1,1,1,1,1,1
76,119,74,58,1,1,0,0,1,1,1
77,106,58,45,1,1,0,0,1,1,1
78,94,58,54,1,1,1,1,1,1,1
79,79,32,30,1,1,0,0,1,1,2
80,66,61,39,1,1,1,1,1,1,1
81,107,84,75,1,1,1,1,1,1,1
82,97,76,72,1,1,1,1,1,1,1
83,67,33,24,1,1,0,0,1,1,1
84,66,57,42,1,1,1,1,1,1,2
85,99,43,42,1,1,0,0,1,1,1
86,72,72,55,1,1,1,1,1,1,2
87,55,43,39,1,1,1,1,1,1,2
88,110,68,21,1,1,0,0,0,0,1
89,98,94,22,1,1,0,0,0,0,1
90,112,77,76,1,1,1,1,1,1,1
91,61,56,24,1,1,0,0,0,0,1
92,95,76,76,1,1,1,1,1,1,1
93,71,52,38,1,1,1,1,1,1,1
94,116,93,63,1,1,1,1,1,1,1
95,100,74,48,1,1,0,0,1,1,1
96,64,58,33,1,1,1,1,1,1,1
97,81,63,59,1,1,1,1,1,1,2
98,81,61,53,1,1,1,1,1,1,2
99,91,88,28,1,1,0,0,0,0,1
