ID,X,Y,Z,ROTATIONS,COPIES
0,99,64,62,63,2
1,110,43,37,51,3
2,96,73,50,63,2
3,114,53,35,51,2
4,105,27,22,51,2
5,75,66,51,63,4
6,72,61,48,63,1
7,102,46,32,51,2
8,59,57,45,63,3
9,111,45,33,51,1
10,90,74,58,63,2
11,55,51,34,63,1
12,98,73,21,3,4
13,85,61,35,51,1
14,41,35,31,63,2
15,89,86,77,63,2
16,61,55,47,63,1
17,96,66,45,51,2
18,98,79,58,63,3
19,89,61,34,51,3
20,117,73,29,3,3
21,80,70,27,3,2
22,111,71,25,3,3
23,74,44,22,3,1
24,51,36,26,63,1
25,62,32,22,51,1
26,79,63,56,63,1
27,76,64,45,63,4
28,97,74,66,63,3
29,72,44,28,51,3
30,99,73,31,3,1
31,56,54,28,51,3
32,67,53,46,63,3
33,70,61,29,3,1
34,115,45,37,51,2
35,86,80,55,63,3
36,90,62,51,63,1
37,64,60,20,3,2
38,87,78,46,63,3
39,63,39,23,51,2
40,75,65,55,63,2
41,96,95,61,63,4
42,86,86,66,63,3
43,63,61,33,63,2
44,76,31,23,51,2
45,57,35,23,51,5
46,78,76,73,63,1
47,96,62,35,51,3
48,89,68,32,3,1
49,77,77,62,63,2
50,100,72,41,51,1
51,96,75,29,3,2
52,69,65,62,63,4
53,85,45,20,3,2
54,46,42,30,63,1
55,79,58,40,63,2
56,102,93,55,63,1
57,78,61,54,63,3
58,93,47,33,51,3
59,57,31,23,51,3
