ID,X,Y,Z,ROTATIONS,COPIES
0,104,94,50,51,3
1,102,87,36,3,3
2,115,42,33,51,2
3,61,58,32,63,2
4,70,62,48,63,3
5,91,79,78,63,1
6,90,57,53,63,2
7,78,68,25,3,1
8,77,44,39,63,2
9,97,89,56,63,1
10,58,38,26,51,1
11,64,44,33,63,1
12,57,38,25,51,1
13,70,65,28,3,2
14,93,73,61,63,1
15,61,47,46,63,1
16,111,72,26,3,2
17,102,78,63,63,1
18,88,65,62,63,1
19,63,51,38,63,1
20,98,86,68,63,2
21,106,68,47,51,2
22,90,80,71,63,1
23,90,74,40,51,2
24,94,38,33,51,1
25,108,67,30,3,2
26,60,34,30,51,2
27,57,37,27,51,1
28,104,74,41,51,3
29,47,45,23,51,2
30,112,89,24,3,2
31,101,83,28,3,2
32,72,61,52,63,1
33,94,67,63,63,1
34,104,80,45,51,1
35,110,75,37,3,1
36,93,59,46,51,2
37,71,71,47,63,5
38,74,74,56,63,1
39,89,42,30,51,2
40,81,69,49,63,1
41,81,56,30,51,1
42,97,73,23,3,2
43,116,43,36,51,1
44,51,39,29,63,1
45,74,56,41,63,1
46,71,71,58,63,1
47,70,50,27,51,2
48,63,59,41,63,1
49,64,54,48,63,1
50,83,53,27,51,2
51,58,30,26,51,1
52,116,87,26,3,2
53,82,51,42,63,2
54,87,72,31,3,3
55,75,72,67,63,2
56,65,54,29,51,2
57,116,98,22,3,1
58,84,68,68,63,2
59,82,33,26,51,2
60,68,35,30,51,1
61,91,88,61,63,1
62,108,92,71,63,3
63,95,69,56,63,1
64,119,55,38,51,1
65,95,64,31,3,1
66,87,44,27,51,1
67,65,37,31,51,2
68,55,41,37,63,2
69,97,49,31,51,1
70,86,65,29,3,1
71,69,68,49,63,2
72,94,85,26,3,2
73,71,61,36,63,1
74,117,80,40,3,1
75,52,50,28,63,1
76,43,33,21,51,2
77,66,62,23,3,2
78,117,91,29,3,3
79,89,58,42,51,1
