ID,X,Y,Z,ROTATIONS,COPIES
0,75,73,69,63,1
1,66,56,40,63,1
2,64,51,41,63,1
3,90,52,28,51,1
4,73,33,28,51,1
5,91,76,60,63,1
6,54,45,28,63,1
7,107,81,56,63,2
8,63,53,44,63,1
9,88,75,50,63,1
10,79,76,20,3,2
11,116,71,66,63,1
12,84,52,35,51,1
13,61,56,22,3,3
14,54,53,31,63,1
15,86,85,53,63,1
16,84,71,29,3,1
17,80,52,41,63,1
18,83,33,26,51,2
19,99,60,38,51,1
20,83,47,37,51,3
21,50,41,36,63,3
22,43,40,40,63,1
23,87,73,43,51,1
24,81,60,49,63,1
25,57,56,49,63,2
26,57,34,23,51,1
27,94,89,47,51,1
28,79,52,34,51,3
29,87,60,36,51,1
30,103,48,39,51,1
31,71,68,45,63,2
32,95,69,67,63,1
33,107,95,33,3,1
34,90,73,55,63,1
35,90,58,39,51,1
36,89,79,36,3,1
37,110,74,56,63,2
38,55,30,27,51,1
39,44,44,43,63,2
40,82,45,41,51,1
41,105,47,46,51,1
42,38,35,32,63,2
43,82,60,45,63,2
44,89,88,60,63,1
45,71,50,40,63,1
46,63,46,32,63,1
47,86,82,28,3,1
48,114,56,34,51,1
49,66,66,59,63,2
50,84,45,36,51,1
51,95,48,20,3,2
52,60,35,21,51,1
53,60,25,20,51,2
54,69,46,35,63,1
55,82,66,43,63,2
56,50,34,33,63,1
57,105,45,29,51,1
58,104,98,50,51,2
59,79,78,22,3,1
60,80,62,36,51,1
61,67,35,31,51,1
62,77,42,25,51,1
63,78,31,30,51,2
64,44,34,30,63,1
65,110,75,54,51,1
66,108,86,65,63,1
67,73,48,44,63,2
68,100,39,30,51,2
69,78,60,44,63,1
70,100,65,41,51,1
71,82,73,56,63,1
72,85,57,54,63,1
73,84,56,42,51,1
74,77,77,37,3,1
75,91,73,48,63,1
76,53,47,40,63,1
77,108,75,38,51,1
78,106,53,32,51,1
79,76,75,69,63,3
80,91,87,48,63,1
81,90,90,51,63,2
82,100,69,68,63,2
83,87,67,50,63,1
84,96,44,32,51,1
85,98,92,76,63,1
86,113,45,36,51,2
87,77,68,39,63,2
88,75,72,47,63,2
89,78,76,54,63,1
90,72,36,24,51,2
91,83,76,26,3,2
92,48,47,31,63,1
93,120,78,64,63,1
94,64,57,38,63,3
95,82,54,46,63,2
96,87,85,30,3,1
97,74,47,44,63,1
98,115,65,27,3,1
99,109,74,61,63,2
