ID,X,Y,Z,ROTATIONS,COPIES
0,110,60,55,51,2
1,80,78,71,63,2
2,110,75,50,51,1
3,100,72,40,51,1
4,103,60,32,51,1
5,70,60,49,63,1
6,80,72,62,63,1
7,120,74,67,63,1
8,75,52,37,51,1
9,57,54,48,63,1
10,62,55,53,63,2
11,83,73,36,3,3
12,75,64,40,63,1
13,98,80,31,3,1
14,112,100,52,51,1
15,56,49,44,63,1
16,74,28,26,51,1
17,68,67,52,63,1
18,116,96,27,3,1
19,92,65,45,51,1
20,90,84,34,3,2
21,61,54,53,63,1
22,109,42,31,51,1
23,63,60,44,63,1
24,115,66,61,63,1
25,111,49,47,51,1
26,99,75,30,3,1
27,74,65,31,3,2
28,96,85,70,63,1
29,90,52,35,51,1
30,92,58,25,3,1
31,83,83,35,3,1
32,83,80,71,63,1
33,105,98,46,3,1
34,93,77,36,3,1
35,89,65,37,51,1
36,116,62,47,51,1
37,113,64,38,51,1
38,73,72,35,3,1
39,56,55,31,63,1
40,76,74,69,63,1
41,81,44,36,51,1
42,78,62,51,63,1
43,113,71,58,63,2
44,90,43,42,51,1
45,105,78,43,51,1
46,84,78,41,51,1
47,98,47,44,51,1
48,112,52,51,51,1
49,100,67,50,51,1
50,118,57,30,51,1
51,119,70,27,3,1
52,110,63,38,51,1
53,114,60,60,63,1
54,62,46,45,63,1
55,84,71,65,63,1
56,116,41,26,51,1
57,106,57,34,51,1
58,91,35,22,51,1
59,115,76,67,63,1
60,82,69,49,63,1
61,98,47,40,51,2
62,97,78,75,63,1
63,113,38,27,51,2
64,94,66,54,63,1
65,100,68,25,3,1
66,68,65,20,3,1
67,86,44,32,51,1
68,117,75,43,51,2
69,106,60,55,63,1
70,80,63,22,3,1
71,79,48,35,51,1
72,87,80,31,3,1
73,118,83,41,3,1
74,115,81,49,51,1
75,75,34,22,51,1
76,102,50,35,51,1
77,91,59,50,63,1
78,55,42,41,63,1
79,104,97,61,63,1
80,107,80,26,3,2
81,95,49,41,51,1
82,79,46,45,63,1
83,81,56,47,63,1
84,76,52,20,3,2
85,98,52,38,51,1
86,78,76,57,63,1
87,85,78,53,63,1
88,92,53,52,63,1
89,76,66,61,63,1
90,62,58,58,63,2
91,65,55,47,63,1
92,103,80,73,63,1
93,75,75,34,3,1
94,100,77,39,51,1
95,64,43,38,63,1
96,104,69,23,3,1
97,94,91,77,63,1
98,90,81,21,3,1
99,90,72,20,3,1
