ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,101,81,24,1,1,0,0,0,0,2
1,94,72,29,1,1,0,0,0,0,5
2,79,72,47,1,1,1,1,1,1,5
3,90,36,35,1,1,0,0,1,1,2
4,68,51,40,1,1,1,1,1,1,2
5,48,45,35,1,1,1,1,1,1,2
6,108,84,69,1,1,1,1,1,1,1
7,91,45,31,1,1,0,0,1,1,2
8,84,80,62,1,1,1,1,1,1,2
9,77,71,41,1,1,1,1,1,1,3
10,91,78,42,1,1,0,0,1,1,1
11,82,80,60,1,1,1,1,1,1,4
12,89,42,26,1,1,0,0,1,1,5
13,45,41,30,1,1,1,1,1,1,4
14,79,51,29,1,1,0,0,1,1,4
15,56,53,20,1,1,0,0,0,0,1
16,117,78,39,1,1,0,0,0,0,3
17,84,78,42,1,1,0,0,1,1,4
18,118,66,46,1,1,0,0,1,1,3
19,116,42,30,1,1,0,0,1,1,3
20,80,51,47,1,1,1,1,1,1,3
21,117,74,73,1,1,1,1,1,1,4
22,56,47,28,1,1,0,0,1,1,4
23,84,52,31,1,1,0,0,1,1,3
24,69,68,55,1,1,1,1,1,1,3
25,69,45,32,1,1,0,0,1,1,2
26,88,80,59,1,1,1,1,1,1,1
27,95,93,34,1,1,0,0,0,0,2
28,115,55,51,1,1,0,0,1,1,3
29,99,83,21,1,1,0,0,0,0,4
30,115,66,35,1,1,0,0,1,1,1
31,84,65,36,1,1,0,0,1,1,2
32,84,43,40,1,1,0,0,1,1,3
33,97,81,48,1,1,0,0,1,1,5
34,100,59,41,1,1,0,0,1,1,3
35,69,48,25,1,1,0,0,1,1,1
36,41,27,26,1,1,1,1,1,1,3
37,79,64,45,1,1,1,1,1,1,2
38,115,81,27,1,1,0,0,0,0,1
39,66,59,24,1,1,0,0,0,0,3
40,63,57,52,1,1,1,1,1,1,2
41,66,54,44,1,1,1,1,1,1,2
42,87,76,59,1,1,1,1,1,1,1
43,82,66,43,1,1,1,1,1,1,1
44,118,51,43,1,1,0,0,1,1,4
45,81,36,21,1,1,0,0,1,1,2
46,59,53,33,1,1,1,1,1,1,3
47,75,56,51,1,1,1,1,1,1,4
48,85,62,49,1,1,1,1,1,1,3
49,76,51,32,1,1,0,0,1,1,6
