ID,X,Y,Z,ROTATIONS,COPIES
0,86,79,69,63,1
1,53,46,31,63,1
2,96,51,37,51,1
3,119,55,54,51,1
4,77,74,37,3,1
5,96,73,24,3,1
6,75,67,54,63,1
7,88,71,61,63,1
8,120,93,46,3,2
9,104,70,69,63,1
10,72,69,61,63,1
11,68,51,43,63,1
12,118,71,53,51,1
13,78,57,54,63,1
14,72,67,22,3,1
15,84,82,34,3,1
16,74,72,33,3,1
17,48,37,36,63,1
18,69,57,36,63,1
19,109,68,59,63,1
20,92,45,37,51,1
21,83,74,47,63,1
22,47,38,27,63,1
23,100,59,50,51,2
24,106,80,67,63,1
25,98,60,49,51,1
26,99,64,60,63,1
27,87,75,35,3,1
28,105,81,43,51,1
29,88,85,49,63,1
30,51,48,22,3,1
31,99,37,26,51,2
32,112,73,61,63,1
33,111,58,41,51,1
34,73,58,54,63,3
35,69,50,49,63,2
36,100,89,20,3,1
37,94,56,38,51,1
38,83,52,40,51,2
39,60,59,39,63,1
40,84,61,36,51,1
41,80,76,42,63,1
42,79,76,30,3,1
43,71,66,31,3,1
44,65,62,23,3,1
45,98,92,52,63,1
46,44,40,28,63,2
47,81,65,57,63,2
48,91,69,68,63,1
49,111,57,39,51,1
50,95,74,59,63,1
51,94,60,38,51,2
52,60,32,23,51,1
53,94,73,63,63,1
54,106,80,62,63,1
55,95,73,30,3,2
56,97,62,47,51,1
57,50,37,24,51,1
58,77,60,39,63,1
59,92,60,39,51,1
60,79,69,32,3,1
61,111,91,66,63,1
62,101,82,46,51,2
63,86,81,66,63,1
64,94,73,47,51,1
65,86,62,53,63,1
66,120,82,38,3,1
67,42,42,32,63,1
68,78,73,73,63,1
69,54,45,32,63,1
70,63,59,26,3,2
71,112,93,80,63,1
72,53,50,47,63,1
73,74,60,40,63,1
74,48,46,35,63,1
75,116,70,43,51,2
76,101,91,47,51,1
77,80,70,67,63,2
78,79,77,50,63,1
79,71,56,33,51,2
80,70,66,34,51,1
81,120,63,24,3,2
82,91,69,37,51,1
83,102,62,42,51,2
84,60,35,32,63,2
85,79,70,45,63,1
86,102,63,25,3,1
87,61,60,50,63,1
88,67,64,45,63,1
89,103,82,35,3,1
90,78,64,46,63,1
91,68,59,41,63,1
92,56,30,26,51,1
93,86,51,50,63,1
94,50,45,38,63,2
95,120,96,20,3,2
96,85,62,43,63,1
97,85,53,44,63,1
98,35,32,27,63,1
99,99,69,58,63,1
