ID,X,Y,Z,ROTATIONS,COPIES
0,64,48,46,63,3
1,79,25,22,51,1
2,89,85,33,3,1
3,79,66,34,51,1
4,79,54,31,51,1
5,115,95,22,3,1
6,76,54,44,63,6
7,80,44,29,51,4
8,66,33,26,51,1
9,50,32,32,63,1
10,116,93,21,3,4
11,113,64,50,51,1
12,101,80,31,3,3
13,96,76,46,51,4
14,61,61,26,3,3
15,108,26,23,51,2
16,96,88,31,3,1
17,80,61,47,63,2
18,87,74,35,3,1
19,61,51,50,63,3
20,97,77,70,63,1
21,74,65,61,63,1
22,92,30,23,51,5
23,94,59,40,51,6
24,100,84,27,3,2
25,120,42,31,51,3
26,45,40,36,63,2
27,53,50,50,63,1
28,81,64,45,63,3
29,63,62,31,3,2
30,107,59,48,51,2
31,114,76,27,3,1
32,39,26,25,63,2
33,92,67,42,51,1
34,85,82,38,3,1
35,52,41,31,63,5
36,50,40,30,63,2
37,94,47,30,51,2
38,92,76,37,3,1
39,93,56,25,3,2
40,71,38,38,63,2
41,103,71,69,63,4
42,88,67,51,63,1
43,103,70,53,63,2
44,71,69,62,63,2
45,91,79,36,3,3
46,64,46,29,51,2
47,115,82,50,51,4
48,63,34,30,51,1
49,77,29,25,51,1
50,66,38,35,63,2
51,60,52,50,63,4
52,83,68,33,3,1
53,108,52,42,51,2
54,114,88,33,3,1
55,65,64,37,63,1
56,58,36,32,63,1
57,75,73,64,63,2
58,61,32,27,51,2
59,65,65,43,63,2
60,67,46,44,63,1
61,91,85,73,63,1
62,72,34,26,51,1
63,118,72,42,51,2
64,63,55,50,63,3
65,112,75,64,63,2
66,94,83,60,63,2
67,57,43,35,63,1
68,65,39,34,63,1
69,78,66,34,51,3
