ID,X,Y,Z,ROTATIONS,COPIES
0,74,63,61,63,1
1,71,60,25,3,1
2,106,80,59,63,2
3,109,76,42,51,1
4,118,56,22,3,1
5,105,67,43,51,1
6,72,65,37,63,1
7,84,59,54,63,1
8,91,69,26,3,2
9,69,31,28,51,1
10,76,67,37,51,2
11,48,39,25,63,2
12,91,79,66,63,1
13,72,63,42,63,1
14,74,74,60,63,1
15,85,78,20,3,1
16,52,32,32,63,1
17,83,63,54,63,1
18,71,32,26,51,2
19,65,53,30,51,2
20,95,84,61,63,1
21,78,47,43,63,2
22,66,63,31,3,1
23,114,82,71,63,2
24,109,46,22,3,1
25,82,54,38,51,1
26,102,99,53,63,2
27,57,51,37,63,1
28,103,36,29,51,2
29,50,38,35,63,2
30,60,57,47,63,1
31,80,61,57,63,1
32,98,71,43,51,4
33,72,58,43,63,1
34,81,69,39,51,1
35,85,64,49,63,1
36,118,66,47,51,3
37,102,64,35,51,2
38,114,93,55,51,2
39,111,86,69,63,2
40,80,54,38,51,3
41,89,39,28,51,2
42,71,59,45,63,1
43,111,90,67,63,2
44,88,38,33,51,1
45,71,63,60,63,1
46,95,71,65,63,2
47,82,74,28,3,1
48,61,51,44,63,1
49,120,92,35,3,2
50,79,55,37,51,1
51,56,50,26,51,2
52,74,66,52,63,1
53,96,35,27,51,2
54,92,80,43,51,1
55,79,53,37,51,3
56,109,47,29,51,1
57,96,87,51,63,3
58,74,55,44,63,2
59,76,75,74,63,1
60,84,64,29,3,1
61,57,53,29,63,1
62,62,59,45,63,2
63,72,37,32,51,2
64,93,73,61,63,2
65,81,66,27,3,1
66,80,62,53,63,1
67,99,90,78,63,1
68,40,40,37,63,1
69,76,59,38,51,1
70,70,67,60,63,2
71,59,51,47,63,1
72,109,53,38,51,1
73,79,69,33,3,2
74,57,53,23,3,2
75,117,73,55,51,1
76,91,79,64,63,1
77,43,36,26,63,2
78,83,52,32,51,1
79,83,65,33,51,2
