ID,X,Y,Z,ROTATIONS,COPIES
0,87,33,28,51,3
1,97,70,57,63,1
2,71,57,38,63,3
3,63,53,47,63,1
4,77,56,37,51,1
5,102,67,47,51,2
6,72,31,29,51,2
7,84,58,38,51,2
8,84,57,56,63,2
9,88,76,33,3,1
10,109,76,73,63,1
11,57,55,54,63,2
12,115,26,25,51,2
13,71,50,41,63,2
14,102,59,29,3,2
15,69,67,45,63,2
16,50,46,38,63,1
17,78,76,38,3,1
18,95,55,31,51,2
19,98,83,38,3,1
20,89,67,31,3,1
21,68,51,45,63,1
22,63,35,27,51,1
23,72,53,25,3,2
24,109,78,74,63,2
25,90,58,29,3,2
26,96,50,45,51,1
27,89,70,28,3,2
28,95,73,44,51,1
29,78,68,26,3,1
30,118,89,62,63,2
31,98,72,25,3,3
32,102,35,33,51,1
33,74,55,36,51,1
34,104,62,45,51,3
35,91,28,27,51,2
36,63,57,31,51,1
37,49,47,25,63,1
38,75,69,66,63,1
39,65,50,42,63,2
40,119,72,25,3,2
41,98,74,35,3,4
42,53,51,33,63,1
43,94,75,40,51,3
44,96,48,20,3,1
45,49,45,36,63,2
46,90,79,61,63,1
47,99,94,39,3,1
48,100,77,72,63,2
49,66,38,36,63,2
50,111,73,70,63,1
51,85,60,41,51,1
52,64,42,22,51,1
53,49,37,29,63,3
54,79,70,53,63,2
55,48,41,38,63,2
56,90,77,73,63,1
57,119,93,24,3,2
58,83,75,70,63,1
59,71,66,41,63,3
60,80,61,35,51,1
61,118,92,47,51,2
62,68,58,27,3,6
63,64,53,44,63,3
64,70,55,44,63,2
65,79,69,21,3,2
66,69,42,40,63,2
67,112,45,24,51,2
68,83,65,61,63,2
69,49,39,27,63,1
70,100,81,62,63,2
71,63,42,26,51,1
72,81,79,72,63,1
73,79,56,41,63,1
74,113,60,50,51,1
75,92,46,23,3,1
76,90,60,35,51,1
77,79,73,37,51,5
78,95,75,37,3,1
79,86,71,40,51,1
