ID,X,Y,Z,ROTATIONS,COPIES
0,100,94,28,3,1
1,81,78,66,63,3
2,111,49,21,3,3
3,119,63,37,51,3
4,72,50,30,51,2
5,58,58,40,63,1
6,108,55,29,51,1
7,54,49,38,63,1
8,69,46,44,63,1
9,88,71,61,63,1
10,83,58,35,51,1
11,108,77,37,3,1
12,108,62,57,63,2
13,73,61,31,51,1
14,92,46,43,51,3
15,62,53,51,63,2
16,79,69,20,3,2
17,74,39,38,63,3
18,92,70,28,3,1
19,78,73,61,63,1
20,105,70,26,3,1
21,60,35,20,51,1
22,91,60,45,51,2
23,105,47,36,51,1
24,92,62,39,51,1
25,43,37,35,63,1
26,78,67,56,63,2
27,93,61,34,51,1
28,94,54,45,51,1
29,97,35,34,51,1
30,59,48,40,63,2
31,115,78,32,3,1
32,76,60,46,63,1
33,101,73,27,3,1
34,99,85,60,63,1
35,83,62,55,63,1
36,93,38,27,51,1
37,119,79,28,3,2
38,46,39,33,63,1
39,82,80,76,63,1
40,58,43,22,51,1
41,82,72,39,51,1
42,82,36,33,51,1
43,68,54,50,63,1
44,92,66,28,3,2
45,64,33,33,63,1
46,49,36,31,63,1
47,58,46,24,51,1
48,107,45,23,51,1
49,76,67,31,3,2
50,83,78,78,63,2
51,78,49,44,63,1
52,120,70,44,51,2
53,79,53,40,63,1
54,94,67,60,63,1
55,87,82,48,63,1
56,98,56,41,51,1
57,107,74,38,51,2
58,66,62,25,3,1
59,97,61,42,51,2
60,47,45,43,63,2
61,83,78,50,63,1
62,66,63,46,63,1
63,93,76,54,63,1
64,93,47,42,51,1
65,80,78,36,3,1
66,72,53,32,51,1
67,79,72,36,3,1
68,109,100,51,51,1
69,107,77,25,3,1
70,109,65,44,51,1
71,80,55,33,51,1
72,90,55,41,51,2
73,96,61,38,51,3
74,91,88,55,63,2
75,80,44,43,63,1
76,111,55,27,3,1
77,115,47,41,51,2
78,95,59,59,63,1
79,77,70,29,3,2
80,59,58,43,63,1
81,44,35,30,63,1
82,93,85,38,3,1
83,84,69,66,63,3
84,67,56,37,63,2
85,96,62,25,3,1
86,100,81,80,63,2
87,120,82,80,63,2
88,92,61,34,51,2
89,71,31,29,51,2
