ID,X,Y,Z,ROTATIONS,COPIES
0,109,93,72,63,1
1,95,67,32,3,1
2,119,45,36,51,2
3,95,78,62,63,1
4,116,89,32,3,1
5,98,65,38,51,2
6,72,51,24,3,2
7,102,88,26,3,1
8,99,47,44,51,2
9,106,52,31,51,2
10,55,41,32,63,2
11,71,65,29,3,1
12,58,57,48,63,1
13,79,56,25,3,3
14,77,67,53,63,1
15,60,41,40,63,1
16,75,51,31,51,2
17,86,56,40,51,3
18,39,35,30,63,1
19,119,76,48,51,1
20,95,68,66,63,3
21,100,74,62,63,1
22,120,69,36,51,2
23,68,42,32,51,1
24,97,81,37,3,1
25,99,88,79,63,2
26,66,65,53,63,2
27,80,58,53,63,2
28,113,41,28,51,1
29,84,74,59,63,1
30,74,70,54,63,1
31,86,59,40,51,1
32,47,44,38,63,2
33,116,85,61,63,1
34,61,31,30,51,1
35,68,67,34,51,1
36,92,80,65,63,2
37,65,64,53,63,1
38,103,79,49,51,1
39,103,78,41,51,1
40,79,75,43,63,2
41,120,89,22,3,1
42,113,70,35,3,2
43,98,72,31,3,2
44,101,52,49,51,1
45,54,50,49,63,1
46,106,67,34,51,1
47,84,83,75,63,1
48,81,66,34,51,1
49,64,52,40,63,1
50,113,88,37,3,1
51,84,73,67,63,1
52,112,54,43,51,2
53,67,50,34,63,3
54,58,31,23,51,1
55,68,57,25,3,1
56,79,53,32,51,1
57,82,33,31,51,1
58,103,74,49,51,2
59,85,66,66,63,2
60,108,27,26,51,2
61,104,93,72,63,3
62,80,78,43,63,1
63,96,35,23,51,1
64,106,93,28,3,2
65,109,59,31,51,2
66,101,63,55,63,2
67,63,50,26,51,2
68,86,64,23,3,1
69,87,38,21,51,3
70,69,63,26,3,1
71,83,64,55,63,2
72,80,72,57,63,1
73,61,45,34,63,1
74,68,53,44,63,1
75,95,75,59,63,1
76,66,48,39,63,2
77,109,76,65,63,2
78,59,47,46,63,2
79,54,47,26,51,2
