ID,X,Y,Z,ROTATIONS,COPIES
0,55,50,26,51,1
1,48,42,37,63,1
2,47,34,26,63,1
3,104,74,50,51,2
4,83,70,40,51,1
5,53,52,38,63,1
6,108,69,49,51,2
7,78,73,72,63,2
8,77,62,24,3,1
9,74,34,21,51,2
10,49,38,37,63,2
11,79,50,40,63,2
12,75,44,35,51,1
13,98,69,57,63,1
14,72,62,36,51,1
15,98,93,41,3,1
16,98,60,35,51,2
17,62,40,31,51,1
18,68,59,37,63,3
19,60,49,45,63,1
20,78,75,36,3,1
21,92,47,43,51,1
22,97,77,58,63,1
23,98,69,33,3,3
24,97,80,54,63,1
25,87,68,52,63,1
26,109,68,45,51,2
27,94,78,64,63,1
28,104,52,50,51,2
29,59,58,52,63,2
30,87,53,42,51,2
31,87,57,54,63,1
32,97,80,73,63,1
33,54,53,30,63,1
34,79,51,47,63,1
35,65,65,40,63,1
36,71,67,26,3,1
37,82,79,46,63,2
38,95,35,33,51,1
39,74,68,52,63,1
40,57,47,43,63,1
41,113,58,22,3,3
42,100,47,47,51,2
43,120,79,58,51,1
44,105,39,24,51,2
45,102,50,27,51,1
46,70,51,48,63,1
47,71,66,49,63,2
48,66,65,39,63,1
49,99,79,72,63,2
50,68,36,35,63,1
51,101,73,29,3,1
52,74,46,39,63,1
53,68,67,58,63,1
54,110,82,64,63,1
55,113,92,54,51,1
56,111,79,73,63,1
57,54,44,34,63,1
58,81,62,34,51,3
59,90,53,51,63,1
60,71,67,42,63,1
61,71,65,38,63,2
62,80,46,22,3,2
63,74,67,66,63,2
64,64,55,49,63,1
65,109,63,34,51,2
66,111,35,34,51,1
67,56,40,39,63,1
68,73,42,34,51,2
69,80,64,21,3,1
70,111,65,64,63,2
71,87,77,51,63,1
72,75,61,58,63,2
73,63,52,39,63,1
74,87,77,27,3,1
75,77,45,44,63,1
76,87,77,25,3,1
77,90,87,20,3,1
78,110,98,66,63,1
79,51,38,34,63,1
80,112,65,49,51,2
81,65,43,27,51,1
82,54,52,47,63,2
83,60,51,31,63,1
84,117,93,56,51,1
85,114,85,58,63,2
86,106,67,29,3,3
87,79,71,32,3,3
88,95,53,49,63,1
89,66,59,39,63,1
