ID,X,Y,Z,ROTATIONS,COPIES
0,60,44,36,63,1
1,76,42,40,63,1
2,65,49,48,63,1
3,109,92,51,51,2
4,93,42,31,51,1
5,83,64,59,63,2
6,96,90,55,63,1
7,52,42,31,63,1
8,98,72,61,63,1
9,118,98,57,51,1
10,48,31,25,63,1
11,75,67,50,63,2
12,120,66,32,3,2
13,91,76,65,63,1
14,102,71,49,51,1
15,93,89,59,63,2
16,76,48,23,3,1
17,63,53,23,3,1
18,83,59,27,3,2
19,85,69,53,63,2
20,97,55,22,3,1
21,86,67,56,63,1
22,99,85,44,51,1
23,48,46,39,63,1
24,61,58,22,3,1
25,74,45,42,63,2
26,94,88,66,63,2
27,77,54,41,63,2
28,44,37,27,63,1
29,94,43,35,51,1
30,104,70,63,63,1
31,99,96,26,3,1
32,74,72,33,3,1
33,103,100,60,63,1
34,96,81,78,63,1
35,60,30,30,51,2
36,105,81,44,51,1
37,116,71,64,63,1
38,91,56,41,51,1
39,94,68,65,63,2
40,94,66,49,63,1
41,59,41,38,63,1
42,93,66,57,63,1
43,91,61,56,63,3
44,91,73,24,3,2
45,91,69,56,63,1
46,106,64,36,51,1
47,96,66,34,51,1
48,109,67,48,51,1
49,67,43,40,63,2
50,100,29,23,51,1
51,98,59,36,51,3
52,92,70,54,63,1
53,94,77,39,51,1
54,78,56,23,3,3
55,85,77,26,3,2
56,107,64,48,51,1
57,107,85,23,3,1
58,79,54,49,63,1
59,69,60,54,63,1
60,101,79,25,3,2
61,62,53,45,63,2
62,117,71,33,3,2
63,103,51,46,51,1
64,74,68,26,3,1
65,90,52,22,3,1
66,114,50,36,51,1
67,52,40,37,63,1
68,113,49,47,51,1
69,66,61,43,63,1
70,94,63,26,3,1
71,102,89,57,63,1
72,89,66,29,3,2
73,62,39,34,63,2
74,103,84,22,3,1
75,95,60,32,51,1
76,61,53,31,63,1
77,82,31,20,51,1
78,69,57,50,63,1
79,49,45,41,63,1
80,69,65,37,63,1
81,84,46,25,51,1
82,115,65,28,3,1
83,115,35,28,51,1
84,68,60,56,63,1
85,102,97,62,63,1
86,68,44,41,63,1
87,103,79,68,63,1
88,108,56,35,51,2
89,78,74,46,63,1
90,80,43,40,51,1
91,69,46,35,63,1
92,67,54,35,63,2
93,85,72,39,51,1
94,91,71,36,51,1
95,46,31,30,63,2
96,77,54,30,51,1
97,107,66,49,51,1
98,75,47,38,63,2
99,41,34,30,63,1
