ID,X,Y,Z,ROTATIONS,COPIES
0,114,77,42,51,2
1,105,81,74,63,3
2,76,73,50,63,3
3,104,91,41,3,2
4,75,70,23,3,2
5,93,67,20,3,1
6,89,54,25,3,2
7,89,46,28,51,5
8,36,35,24,63,3
9,72,50,29,51,4
10,72,41,38,63,1
11,84,32,24,51,4
12,85,53,31,51,2
13,115,94,38,3,2
14,60,51,38,63,2
15,74,46,40,63,3
16,52,50,41,63,2
17,85,58,50,63,3
18,116,78,34,3,1
19,85,53,41,51,1
20,109,42,26,51,1
21,74,66,55,63,2
22,69,45,33,51,1
23,87,68,20,3,7
24,94,34,25,51,4
25,99,39,24,51,3
26,106,72,67,63,3
27,88,65,30,3,1
28,115,80,48,51,2
29,73,41,36,51,2
30,76,45,35,51,2
31,92,66,38,51,1
32,65,58,40,63,1
33,76,68,64,63,1
34,111,64,34,51,2
35,54,54,32,63,2
36,80,62,57,63,2
37,56,56,56,63,3
38,69,41,33,51,2
39,72,52,51,63,1
40,83,40,21,51,2
41,73,63,62,63,4
42,70,55,26,3,2
43,84,74,35,3,3
44,76,76,41,63,2
45,85,71,46,63,2
46,83,52,30,51,2
47,84,74,42,51,3
48,91,51,35,51,1
49,87,62,43,51,1
50,78,59,51,63,3
51,117,66,40,51,2
52,106,53,33,51,1
53,87,41,31,51,1
54,96,66,30,3,2
55,77,36,35,51,2
56,111,86,79,63,1
57,77,65,33,51,1
58,79,75,45,63,2
59,85,70,31,3,4
60,103,66,56,63,1
61,79,71,20,3,2
62,66,62,43,63,2
63,79,78,59,63,1
64,107,78,28,3,1
65,81,43,28,51,5
66,84,68,21,3,2
67,83,45,27,51,2
68,97,56,51,63,1
69,102,99,38,3,2
