ID,X,Y,Z,ROTATIONS,COPIES
0,87,33,28,51,4
1,97,70,57,63,1
2,71,57,38,63,2
3,63,53,47,63,2
4,77,56,37,51,2
5,102,67,47,51,2
6,72,31,29,51,3
7,84,58,38,51,2
8,84,57,56,63,1
9,88,76,33,3,2
10,109,76,73,63,2
11,57,55,54,63,2
12,115,26,25,51,3
13,71,50,41,63,3
14,102,59,29,3,1
15,69,67,45,63,1
16,50,46,38,63,1
17,78,76,38,3,2
18,95,55,31,51,1
19,98,83,38,3,1
20,89,67,31,3,3
21,68,51,45,63,2
22,63,35,27,51,1
23,72,53,25,3,3
24,109,78,74,63,2
25,90,58,29,3,1
26,96,50,45,51,1
27,89,70,28,3,3
28,95,73,44,51,1
29,78,68,26,3,1
30,118,89,62,63,2
31,98,72,25,3,2
32,102,35,33,51,3
33,74,55,36,51,1
34,104,62,45,51,1
35,91,28,27,51,2
36,63,57,31,51,3
37,49,47,25,63,1
38,75,69,66,63,3
39,65,50,42,63,3
40,119,72,25,3,1
41,98,74,35,3,1
42,53,51,33,63,2
43,94,75,40,51,3
44,96,48,20,3,2
45,49,45,36,63,1
46,90,79,61,63,3
47,99,94,39,3,1
48,100,77,72,63,2
49,66,38,36,63,3
50,111,73,70,63,4
51,85,60,41,51,1
52,64,42,22,51,2
53,49,37,29,63,2
54,79,70,53,63,2
55,48,41,38,63,2
56,90,77,73,63,2
57,119,93,24,3,1
58,83,75,70,63,2
59,71,66,41,63,2
60,80,61,35,51,1
61,118,92,47,51,2
62,68,58,27,3,2
63,64,53,44,63,2
64,70,55,44,63,2
65,79,69,21,3,1
66,69,42,40,63,1
67,112,45,24,51,3
68,83,65,61,63,2
69,49,39,27,63,2
