ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,85,73,40,1,1,0,0,1,1,2
1,73,62,54,1,1,1,1,1,1,2
2,90,63,41,1,1,0,0,1,1,3
3,75,61,24,1,1,0,0,0,0,3
4,57,53,44,1,1,1,1,1,1,3
5,93,70,45,1,1,0,0,1,1,3
6,73,36,33,1,1,0,0,1,1,1
7,95,80,75,1,1,1,1,1,1,2
8,93,89,78,1,1,1,1,1,1,1
9,113,87,65,1,1,1,1,1,1,5
10,72,46,30,1,1,0,0,1,1,1
11,100,78,70,1,1,1,1,1,1,2
12,53,47,34,1,1,1,1,1,1,2
13,87,54,46,1,1,1,1,1,1,1
14,52,41,37,1,1,1,1,1,1,1
15,79,76,33,1,1,0,0,0,0,2
16,77,77,65,1,1,1,1,1,1,1
17,65,59,27,1,1,0,0,0,0,1
18,54,42,31,1,1,1,1,1,1,2
19,87,45,44,1,1,1,1,1,1,1
20,118,89,35,1,1,0,0,0,0,1
21,74,38,31,1,1,0,0,1,1,2
22,92,77,64,1,1,1,1,1,1,1
23,109,78,52,1,1,0,0,1,1,1
24,108,79,38,1,1,0,0,0,0,3
25,120,54,48,1,1,0,0,1,1,1
26,57,56,34,1,1,1,1,1,1,1
27,58,40,32,1,1,1,1,1,1,3
28,114,71,69,1,1,1,1,1,1,3
29,100,39,33,1,1,0,0,1,1,1
30,101,92,67,1,1,1,1,1,1,1
31,89,85,37,1,1,0,0,0,0,1
32,104,46,39,1,1,0,0,1,1,3
33,73,52,32,1,1,0,0,1,1,2
34,77,58,34,1,1,0,0,1,1,2
35,99,79,28,1,1,0,0,0,0,2
36,88,45,39,1,1,0,0,1,1,1
37,112,48,20,1,1,0,0,0,0,1
38,80,75,30,1,1,0,0,0,0,2
39,95,74,50,1,1,1,1,1,1,4
40,95,74,26,1,1,0,0,0,0,2
41,106,84,72,1,1,1,1,1,1,2
42,119,63,45,1,1,0,0,1,1,2
43,79,59,52,1,1,1,1,1,1,2
44,112,76,46,1,1,0,0,1,1,1
45,101,91,32,1,1,0,0,0,0,3
46,84,75,37,1,1,0,0,0,0,2
47,78,62,21,1,1,0,0,0,0,3
48,94,44,33,1,1,0,0,1,1,3
49,99,56,44,1,1,0,0,1,1,1
50,100,69,43,1,1,0,0,1,1,2
51,96,69,46,1,1,0,0,1,1,2
52,75,56,40,1,1,1,1,1,1,2
53,71,46,26,1,1,0,0,1,1,3
54,100,73,42,1,1,0,0,1,1,2
55,88,58,49,1,1,1,1,1,1,1
56,64,61,35,1,1,1,1,1,1,3
57,98,58,33,1,1,0,0,1,1,2
58,96,66,20,1,1,0,0,0,0,1
59,77,72,44,1,1,1,1,1,1,1
