ID,X,Y,Z,ROTATIONS,COPIES
0,73,73,36,3,6
1,87,49,26,51,7
2,68,53,44,63,5
3,73,57,33,51,3
4,65,49,47,63,3
5,80,65,35,51,3
6,72,35,26,51,6
7,75,68,40,63,7
8,104,53,34,51,5
9,97,93,45,3,14
10,79,54,49,63,2
11,52,32,27,63,6
12,84,72,59,63,5
13,74,71,53,63,6
14,102,70,27,3,3
15,80,79,52,63,3
16,102,87,35,3,6
17,70,31,27,51,8
18,60,57,51,63,5
19,84,76,38,3,3
20,64,45,34,63,8
21,96,69,68,63,8
22,74,66,29,3,2
23,55,51,35,63,3
24,84,48,32,51,5
25,88,37,37,51,6
26,67,58,49,63,1
27,117,74,34,3,3
28,66,44,20,3,2
29,73,35,26,51,4
