ID,X,Y,Z,ROTATIONS,COPIES
0,68,48,31,51,1
1,104,80,63,63,1
2,82,46,21,3,1
3,114,78,60,63,1
4,90,74,66,63,1
5,112,54,36,51,1
6,71,64,54,63,1
7,74,53,33,51,1
8,75,62,57,63,1
9,68,62,52,63,2
10,64,49,47,63,1
11,60,39,36,63,1
12,55,45,35,63,1
13,59,35,31,63,1
14,104,47,34,51,1
15,81,74,38,51,1
16,101,77,45,51,1
17,116,55,36,51,1
18,77,71,47,63,1
19,90,73,38,51,1
20,114,68,27,3,1
21,91,67,38,51,2
22,65,58,33,63,1
23,120,47,32,51,1
24,87,87,51,63,1
25,117,72,31,3,1
26,87,66,50,63,1
27,80,42,35,51,2
28,90,74,43,51,1
29,95,79,27,3,1
30,89,67,64,63,1
31,102,89,30,3,1
32,72,36,31,51,1
33,73,31,28,51,1
34,103,97,67,63,1
35,120,79,38,3,2
36,65,57,23,3,1
37,56,53,46,63,1
38,120,89,77,63,2
39,109,31,24,51,2
40,89,85,61,63,4
41,84,58,35,51,1
42,91,68,38,51,1
43,92,81,44,51,2
44,73,72,33,3,1
45,38,29,28,63,1
46,78,62,38,51,1
47,104,67,24,3,2
48,114,52,44,51,1
49,64,54,31,51,2
50,69,66,50,63,1
51,94,57,48,63,1
52,98,62,28,3,2
53,105,70,63,63,1
54,102,66,38,51,1
55,92,51,47,63,1
56,104,74,38,51,1
57,68,63,21,3,1
58,99,89,66,63,2
59,79,44,29,51,2
60,118,89,71,63,2
61,86,78,37,3,1
62,82,49,47,63,1
63,89,70,51,63,1
64,106,86,35,3,1
65,62,44,25,51,1
66,69,65,20,3,1
67,100,87,74,63,1
68,111,90,54,51,1
69,98,60,34,51,1
70,67,42,31,51,1
71,97,53,39,51,1
72,100,46,30,51,1
73,78,52,33,51,1
74,74,35,29,51,1
75,100,61,29,3,3
76,95,65,45,51,1
77,56,35,25,51,1
78,82,41,36,51,1
79,90,76,27,3,3
80,109,89,59,63,1
81,119,64,58,51,1
82,72,64,62,63,1
83,98,55,26,3,1
84,99,30,27,51,1
85,53,40,36,63,2
86,69,68,28,3,1
87,52,35,33,63,1
88,52,51,43,63,1
89,85,39,25,51,1
90,96,72,49,63,1
91,94,43,37,51,1
92,80,37,26,51,1
93,116,76,27,3,1
94,84,70,37,51,1
95,62,60,45,63,1
96,81,72,34,3,1
97,118,79,34,3,1
98,86,67,24,3,1
99,98,89,31,3,2
