ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,90,41,34,1,1,0,0,1,1,4
1,64,32,28,1,1,0,0,1,1,1
2,42,31,31,1,1,1,1,1,1,6
3,94,90,44,1,1,0,0,0,0,6
4,68,63,53,1,1,1,1,1,1,4
5,55,30,21,1,1,0,0,1,1,3
6,72,64,31,1,1,0,0,0,0,2
7,75,56,34,1,1,0,0,1,1,2
8,62,34,31,1,1,0,0,1,1,2
9,79,55,32,1,1,0,0,1,1,3
10,99,74,27,1,1,0,0,0,0,1
11,89,54,48,1,1,1,1,1,1,5
12,93,78,32,1,1,0,0,0,0,3
13,119,80,59,1,1,0,0,1,1,4
14,80,72,42,1,1,1,1,1,1,3
15,111,47,27,1,1,0,0,1,1,1
16,73,72,49,1,1,1,1,1,1,2
17,115,87,32,1,1,0,0,0,0,3
18,100,66,61,1,1,1,1,1,1,2
19,80,61,23,1,1,0,0,0,0,4
20,111,57,52,1,1,0,0,1,1,2
21,94,47,33,1,1,0,0,1,1,2
22,91,69,55,1,1,1,1,1,1,3
23,107,95,80,1,1,1,1,1,1,3
24,54,50,29,1,1,1,1,1,1,1
25,82,76,33,1,1,0,0,0,0,6
26,76,67,62,1,1,1,1,1,1,1
27,100,92,20,1,1,0,0,0,0,2
28,104,99,58,1,1,1,1,1,1,5
29,111,67,29,1,1,0,0,0,0,2
30,35,32,23,1,1,1,1,1,1,2
31,100,60,27,1,1,0,0,0,0,5
32,99,82,73,1,1,1,1,1,1,2
33,87,67,63,1,1,1,1,1,1,2
34,35,29,28,1,1,1,1,1,1,4
35,81,80,72,1,1,1,1,1,1,4
36,45,42,33,1,1,1,1,1,1,3
37,70,55,26,1,1,0,0,0,0,3
38,109,31,27,1,1,0,0,1,1,2
39,89,75,65,1,1,1,1,1,1,3
