ID,X,Y,Z,ROTATIONS,COPIES
0,108,76,30,3,2
1,110,43,25,51,1
2,92,81,55,63,1
3,81,33,28,51,2
4,120,99,73,63,2
5,111,70,48,51,2
6,98,72,46,51,1
7,95,66,31,3,1
8,85,84,30,3,1
9,71,32,25,51,1
10,36,34,25,63,3
11,97,67,62,63,2
12,33,25,23,63,1
13,95,27,26,51,3
14,94,81,44,51,2
15,41,39,38,63,1
16,104,74,65,63,1
17,52,41,36,63,1
18,104,78,34,3,1
19,83,77,46,63,1
20,74,56,30,51,1
21,95,80,63,63,3
22,56,35,33,63,1
23,96,95,49,63,1
24,88,68,30,3,1
25,80,65,29,3,2
26,60,55,41,63,1
27,113,56,20,3,1
28,93,31,31,51,1
29,87,83,26,3,1
30,110,67,44,51,1
31,118,25,21,51,1
32,61,44,39,63,1
33,120,30,26,51,1
34,107,49,25,51,1
35,64,60,26,3,1
36,91,67,54,63,1
37,78,64,49,63,1
38,61,34,31,63,2
39,119,94,36,3,1
40,81,34,34,51,1
41,57,56,42,63,1
42,69,48,30,51,1
43,81,58,42,63,1
44,76,74,26,3,1
45,93,77,67,63,3
46,83,63,32,51,1
47,79,65,43,63,1
48,112,69,40,51,1
49,97,44,31,51,1
50,98,60,51,63,2
51,119,46,27,51,3
52,112,51,44,51,1
53,97,68,49,63,1
54,118,77,76,63,1
55,97,73,49,63,1
56,95,82,76,63,1
57,91,71,69,63,1
58,76,38,36,51,2
59,81,66,22,3,1
60,60,40,33,63,1
61,93,42,41,51,1
62,102,82,39,3,1
63,60,59,38,63,1
64,79,56,30,51,1
65,70,52,39,63,1
66,113,51,36,51,1
67,96,38,33,51,2
68,107,64,57,63,2
69,81,80,70,63,1
70,71,57,47,63,1
71,120,95,62,63,2
72,65,50,48,63,1
73,112,78,31,3,2
74,63,62,38,63,1
75,90,84,72,63,1
76,115,90,48,51,2
77,72,68,47,63,1
78,109,45,43,51,1
79,119,73,28,3,1
80,78,38,37,51,1
81,70,63,61,63,1
82,83,73,50,63,2
83,114,68,53,51,1
84,107,84,78,63,1
85,90,76,35,3,1
86,40,34,32,63,2
87,66,53,34,63,2
88,60,56,32,63,1
89,86,83,51,63,1
