ID,X,Y,Z,ROTATIONS,COPIES
0,109,68,64,63,3
1,84,58,55,63,1
2,96,83,24,3,1
3,74,67,37,51,4
4,107,73,70,63,3
5,80,73,54,63,1
6,72,41,33,51,1
7,84,79,74,63,3
8,40,37,20,51,1
9,74,73,42,63,2
10,55,48,33,63,3
11,109,74,70,63,2
12,107,44,39,51,1
13,99,51,47,51,2
14,80,62,38,51,3
15,46,43,37,63,5
16,94,69,36,51,2
17,98,64,48,51,1
18,99,91,70,63,2
19,113,76,52,51,2
20,62,52,24,3,1
21,99,86,61,63,2
22,113,95,40,3,1
23,117,88,60,63,2
24,67,48,36,63,3
25,103,91,58,63,2
26,88,51,37,51,4
27,106,63,59,63,4
28,98,64,61,63,3
29,88,80,48,63,2
30,94,60,29,3,1
31,115,78,50,51,2
32,100,63,26,3,2
33,109,72,43,51,2
34,62,57,54,63,2
35,82,72,34,3,1
36,78,63,58,63,1
37,97,64,64,63,1
38,100,58,23,3,1
39,71,51,47,63,2
40,76,61,35,51,1
41,77,64,33,51,1
42,109,55,46,51,4
43,100,69,55,63,2
44,96,65,63,63,4
45,71,56,30,51,2
46,74,61,39,63,2
47,117,93,76,63,1
48,87,66,25,3,1
49,58,54,29,51,1
