ID,X,Y,Z,ROTATIONS,COPIES
0,91,52,33,51,3
1,87,81,63,63,3
2,113,79,45,51,1
3,114,52,45,51,3
4,110,90,66,63,1
5,81,41,31,51,2
6,108,67,37,51,3
7,118,82,57,51,1
8,96,60,30,3,4
9,43,42,36,63,2
10,93,78,77,63,1
11,85,62,25,3,1
12,93,83,30,3,2
13,101,87,77,63,3
14,112,72,56,51,1
15,49,39,31,63,1
16,100,67,38,51,1
17,76,59,41,63,5
18,114,64,59,63,1
19,91,68,34,3,1
20,63,57,57,63,2
21,93,54,44,51,5
22,99,64,37,51,2
23,80,63,34,51,1
24,50,31,31,63,1
25,95,74,39,51,1
26,78,76,67,63,1
27,59,46,28,51,2
28,85,63,49,63,1
29,81,32,26,51,3
30,111,55,26,3,1
31,65,37,34,63,2
32,98,52,20,3,2
33,84,75,72,63,1
34,89,67,58,63,3
35,97,74,33,3,1
36,76,55,46,63,1
37,41,34,30,63,1
38,78,61,52,63,2
39,92,47,43,51,2
40,101,58,33,51,1
41,99,56,41,51,2
42,45,41,34,63,1
43,115,79,50,51,2
44,68,47,40,63,2
45,95,92,42,3,2
46,92,77,55,63,3
47,55,42,33,63,3
48,78,53,50,63,2
49,112,85,52,51,1
50,53,41,32,63,2
51,112,68,40,51,2
52,96,50,22,3,1
53,65,65,49,63,1
54,58,44,43,63,2
55,65,53,40,63,2
56,101,100,61,63,2
57,112,65,61,63,2
58,90,60,44,51,5
59,118,75,62,63,3
