ID,X,Y,Z,ROTATIONS,COPIES
0,119,41,38,51,2
1,90,44,35,51,1
2,67,55,27,3,1
3,71,47,36,63,1
4,90,55,51,63,2
5,87,68,40,51,1
6,87,53,36,51,2
7,113,47,34,51,1
8,97,56,35,51,1
9,90,60,25,3,1
10,88,75,70,63,1
11,111,64,51,51,2
12,105,77,31,3,4
13,91,33,29,51,1
14,53,34,31,63,1
15,73,40,34,51,1
16,84,56,44,63,3
17,113,81,29,3,1
18,89,53,51,63,1
19,62,30,26,51,3
20,99,91,40,3,3
21,113,88,40,3,1
22,99,76,34,3,3
23,74,65,37,51,4
24,96,73,33,3,2
25,78,73,71,63,3
26,99,99,46,3,1
27,88,57,33,51,2
28,76,67,34,51,1
29,80,63,48,63,1
30,86,80,38,3,2
31,114,77,67,63,2
32,66,50,50,63,2
33,117,70,59,63,2
34,90,49,39,51,1
35,102,74,62,63,4
36,77,62,38,51,6
37,75,48,38,63,2
38,92,69,69,63,1
39,88,66,22,3,2
40,94,78,47,51,1
41,70,55,47,63,3
42,95,85,74,63,2
43,60,40,23,51,3
44,87,64,35,51,1
45,80,78,26,3,2
46,87,47,39,51,2
47,86,68,64,63,2
48,116,54,26,3,2
49,48,31,28,63,2
50,120,56,27,3,3
51,69,49,48,63,2
52,102,76,69,63,3
53,85,74,66,63,1
54,77,58,40,63,3
55,119,62,56,51,2
56,84,78,67,63,2
57,94,86,74,63,1
58,85,64,57,63,2
59,70,63,53,63,2
