ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,59,49,48,1,1,1,1,1,1,4
1,79,63,46,1,1,1,1,1,1,1
2,95,58,38,1,1,0,0,1,1,2
3,95,79,47,1,1,0,0,1,1,4
4,72,46,27,1,1,0,0,1,1,2
5,88,74,72,1,1,1,1,1,1,2
6,90,77,67,1,1,1,1,1,1,1
7,96,59,36,1,1,0,0,1,1,5
8,62,55,46,1,1,1,1,1,1,2
9,92,77,43,1,1,0,0,1,1,8
10,100,66,41,1,1,0,0,1,1,4
11,76,72,44,1,1,1,1,1,1,1
12,95,68,35,1,1,0,0,1,1,2
13,108,66,48,1,1,0,0,1,1,2
14,86,78,52,1,1,1,1,1,1,2
15,92,86,40,1,1,0,0,0,0,6
16,66,39,38,1,1,1,1,1,1,3
17,85,80,59,1,1,1,1,1,1,3
18,86,71,33,1,1,0,0,0,0,2
19,118,45,23,1,1,0,0,1,1,3
20,73,60,33,1,1,0,0,1,1,2
21,90,74,48,1,1,1,1,1,1,4
22,88,86,42,1,1,0,0,0,0,2
23,92,76,62,1,1,1,1,1,1,3
24,82,68,53,1,1,1,1,1,1,1
25,84,66,55,1,1,1,1,1,1,5
26,102,77,42,1,1,0,0,1,1,2
27,87,43,39,1,1,0,0,1,1,5
28,114,79,40,1,1,0,0,1,1,2
29,92,71,47,1,1,1,1,1,1,1
30,83,49,37,1,1,0,0,1,1,1
31,68,62,40,1,1,1,1,1,1,5
32,89,65,39,1,1,0,0,1,1,3
33,107,45,24,1,1,0,0,1,1,3
34,66,60,36,1,1,1,1,1,1,1
35,114,95,60,1,1,1,1,1,1,4
36,92,66,46,1,1,0,0,1,1,4
37,100,71,28,1,1,0,0,0,0,3
38,68,63,42,1,1,1,1,1,1,1
39,81,63,34,1,1,0,0,1,1,1
