ID,X,Y,Z,ROTATIONS,COPIES
0,75,54,35,51,1
1,107,60,49,51,1
2,70,67,42,63,1
3,78,71,44,63,1
4,78,61,27,3,2
5,78,73,48,63,1
6,109,87,32,3,2
7,91,87,25,3,1
8,67,51,47,63,2
9,67,63,60,63,2
10,115,59,34,51,2
11,102,35,34,51,1
12,117,54,48,51,1
13,70,61,40,63,1
14,64,63,59,63,1
15,95,87,63,63,2
16,113,92,23,3,1
17,113,49,32,51,1
18,99,75,63,63,2
19,56,55,46,63,2
20,94,69,55,63,2
21,110,93,60,63,1
22,73,72,65,63,1
23,77,50,41,63,2
24,55,37,34,63,1
25,71,60,28,3,1
26,99,33,21,51,2
27,89,72,37,51,2
28,63,58,31,51,1
29,48,38,23,51,2
30,67,67,63,63,1
31,117,96,80,63,2
32,64,40,24,51,2
33,96,61,20,3,2
34,107,83,26,3,1
35,60,51,40,63,1
36,93,82,29,3,1
37,79,50,36,51,1
38,80,74,58,63,1
39,100,42,30,51,1
40,61,29,22,51,1
41,78,38,28,51,2
42,103,63,36,51,1
43,93,41,25,51,1
44,72,69,52,63,3
45,96,52,29,51,1
46,93,65,43,51,2
47,69,39,32,51,1
48,76,59,39,63,1
49,98,54,38,51,1
50,55,35,20,51,1
51,100,47,35,51,1
52,75,42,39,63,1
53,86,45,22,3,1
54,98,49,46,51,2
55,80,74,28,3,2
56,67,62,56,63,1
57,116,72,50,51,1
58,82,72,39,51,2
59,118,89,26,3,2
60,63,55,36,63,1
61,107,66,43,51,1
62,63,50,37,63,2
63,85,80,77,63,2
64,93,75,59,63,1
65,84,79,57,63,1
66,44,44,26,63,2
67,107,57,27,3,1
68,41,37,29,63,1
69,90,60,52,63,2
70,100,68,46,51,4
71,71,35,30,51,1
72,87,61,44,63,1
73,105,87,34,3,1
74,105,53,43,51,3
75,39,36,35,63,2
76,93,28,24,51,1
77,99,77,45,51,1
78,92,52,38,51,2
79,87,41,26,51,3
80,86,77,40,51,1
81,65,34,33,63,1
82,51,49,33,63,1
83,84,62,60,63,1
84,100,96,55,63,1
85,88,54,47,63,1
86,84,51,45,63,1
87,63,41,39,63,2
88,84,78,24,3,2
89,108,78,61,63,2
