ID,X,Y,Z,ROTATIONS,COPIES
0,114,67,25,3,3
1,92,79,25,3,3
2,89,87,36,3,3
3,95,71,36,51,5
4,90,83,43,51,1
5,93,39,28,51,1
6,69,54,31,51,2
7,107,61,37,51,2
8,98,52,40,51,5
9,83,69,60,63,3
10,98,63,58,63,2
11,45,40,26,63,4
12,63,44,36,63,3
13,96,56,43,51,2
14,88,42,35,51,5
15,40,37,36,63,1
16,97,74,67,63,3
17,76,45,42,63,1
18,64,43,42,63,2
19,91,53,37,51,3
20,59,34,22,51,3
21,56,42,27,51,1
22,84,66,53,63,1
23,85,66,53,63,2
24,51,39,35,63,2
25,83,47,45,63,2
26,45,30,25,63,2
27,84,38,25,51,2
28,86,74,28,3,3
29,92,38,37,51,1
30,70,56,44,63,2
31,100,28,25,51,2
32,92,52,49,63,4
33,71,66,34,51,1
34,81,39,38,51,1
35,54,40,26,51,2
36,79,77,21,3,2
37,115,56,45,51,3
38,86,59,48,63,2
39,85,83,62,63,5
40,99,87,61,63,3
41,69,42,38,63,4
42,60,59,42,63,3
43,58,56,41,63,5
44,113,30,28,51,2
45,71,65,63,63,3
46,97,79,23,3,3
47,74,41,39,63,2
48,91,61,30,3,1
49,46,44,42,63,2
50,117,72,63,63,2
51,116,58,28,3,3
52,107,56,27,3,1
53,99,66,30,3,2
54,58,50,35,63,2
55,94,71,60,63,3
56,73,68,55,63,2
57,59,50,22,3,2
58,83,80,53,63,2
59,114,65,31,3,2
