ID,X,Y,Z,ROTATIONS,COPIES
0,83,71,46,63,5
1,76,63,54,63,5
2,91,56,40,51,2
3,61,42,34,63,2
4,84,67,47,63,3
5,95,79,57,63,2
6,90,80,23,3,3
7,69,43,28,51,4
8,72,69,48,63,6
9,83,64,58,63,3
10,99,94,24,3,3
11,96,69,53,63,2
12,71,70,36,63,2
13,57,52,45,63,4
14,99,71,43,51,2
15,72,71,27,3,2
16,59,37,22,51,1
17,86,56,44,63,3
18,80,55,41,63,3
19,78,58,30,51,5
20,103,71,60,63,1
21,57,47,31,63,1
22,60,36,33,63,1
23,66,48,27,51,1
24,45,40,37,63,2
25,103,68,52,63,2
26,111,78,53,51,4
27,98,81,71,63,2
28,105,35,35,51,8
29,118,41,40,51,3
30,100,61,52,63,1
31,64,56,53,63,3
32,74,42,36,51,2
33,77,27,26,51,1
34,70,34,28,51,4
35,37,35,33,63,8
36,110,74,53,51,3
37,106,33,30,51,3
38,70,69,46,63,4
39,53,44,26,51,7
40,111,80,25,3,3
41,93,77,61,63,3
42,89,58,43,51,2
43,73,63,33,51,1
44,111,90,21,3,1
45,82,77,71,63,3
46,95,66,32,3,2
47,64,44,38,63,6
48,98,71,41,51,2
49,74,43,32,51,4
