ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,52,36,25,1,1,0,0,1,1,2
1,63,37,21,1,1,0,0,1,1,1
2,100,61,36,1,1,0,0,1,1,2
3,79,52,36,1,1,0,0,1,1,1
4,99,63,36,1,1,0,0,1,1,3
5,97,49,30,1,1,0,0,1,1,3
6,90,69,55,1,1,1,1,1,1,3
7,91,33,28,1,1,0,0,1,1,2
8,111,76,41,1,1,0,0,1,1,2
9,95,44,35,1,1,0,0,1,1,1
10,74,47,29,1,1,0,0,1,1,2
11,100,48,20,1,1,0,0,0,0,1
12,75,38,30,1,1,0,0,1,1,1
13,86,68,44,1,1,1,1,1,1,3
14,72,52,33,1,1,0,0,1,1,1
15,112,52,25,1,1,0,0,0,0,7
16,109,48,40,1,1,0,0,1,1,1
17,83,74,42,1,1,1,1,1,1,3
18,101,93,40,1,1,0,0,0,0,3
19,76,66,31,1,1,0,0,0,0,1
20,107,71,25,1,1,0,0,0,0,2
21,57,40,40,1,1,1,1,1,1,6
22,64,49,24,1,1,0,0,0,0,3
23,118,75,48,1,1,0,0,1,1,2
24,99,61,33,1,1,0,0,1,1,2
25,100,59,30,1,1,0,0,1,1,2
26,92,77,31,1,1,0,0,0,0,3
27,77,75,72,1,1,1,1,1,1,1
28,61,44,32,1,1,1,1,1,1,2
29,65,55,25,1,1,0,0,0,0,1
30,89,29,23,1,1,0,0,1,1,4
31,117,61,20,1,1,0,0,0,0,2
32,89,65,50,1,1,1,1,1,1,2
33,63,45,23,1,1,0,0,1,1,1
34,92,62,37,1,1,0,0,1,1,3
35,101,81,21,1,1,0,0,0,0,2
36,113,78,54,1,1,0,0,1,1,2
37,95,33,27,1,1,0,0,1,1,2
38,90,57,29,1,1,0,0,1,1,1
39,110,100,39,1,1,0,0,0,0,1
40,116,70,59,1,1,1,1,1,1,1
41,113,72,40,1,1,0,0,1,1,2
42,41,33,25,1,1,1,1,1,1,1
43,91,72,30,1,1,0,0,0,0,1
44,108,86,74,1,1,1,1,1,1,3
45,91,59,49,1,1,1,1,1,1,1
46,53,49,43,1,1,1,1,1,1,2
47,97,94,26,1,1,0,0,0,0,2
48,72,50,30,1,1,0,0,1,1,1
49,73,52,41,1,1,1,1,1,1,1
50,89,77,70,1,1,1,1,1,1,1
51,110,47,31,1,1,0,0,1,1,1
52,94,83,43,1,1,0,0,1,1,2
53,102,54,35,1,1,0,0,1,1,4
54,82,49,32,1,1,0,0,1,1,2
55,99,43,20,1,1,0,0,0,0,2
56,75,41,34,1,1,0,0,1,1,2
57,72,71,47,1,1,1,1,1,1,2
58,74,69,59,1,1,1,1,1,1,4
59,78,54,24,1,1,0,0,0,0,1
60,107,69,44,1,1,0,0,1,1,3
61,100,42,24,1,1,0,0,1,1,1
62,70,51,28,1,1,0,0,1,1,1
63,118,97,38,1,1,0,0,0,0,2
64,52,41,27,1,1,1,1,1,1,2
65,68,64,59,1,1,1,1,1,1,3
66,40,38,33,1,1,1,1,1,1,2
67,118,100,75,1,1,1,1,1,1,1
68,117,49,47,1,1,0,0,1,1,1
69,85,66,65,1,1,1,1,1,1,1
