ID,X,Y,Z,ROTATIONS,COPIES
0,100,94,28,3,2
1,81,78,66,63,2
2,111,49,21,3,2
3,119,63,37,51,2
4,72,50,30,51,2
5,58,58,40,63,2
6,108,55,29,51,2
7,54,49,38,63,1
8,69,46,44,63,2
9,88,71,61,63,6
10,83,58,35,51,1
11,108,77,37,3,2
12,108,62,57,63,1
13,73,61,31,51,1
14,92,46,43,51,1
15,62,53,51,63,1
16,79,69,20,3,3
17,74,39,38,63,4
18,92,70,28,3,2
19,78,73,61,63,1
20,105,70,26,3,2
21,60,35,20,51,3
22,91,60,45,51,2
23,105,47,36,51,4
24,92,62,39,51,4
25,43,37,35,63,1
26,78,67,56,63,3
27,93,61,34,51,5
28,94,54,45,51,2
29,97,35,34,51,2
30,59,48,40,63,2
31,115,78,32,3,2
32,76,60,46,63,6
33,101,73,27,3,3
34,99,85,60,63,1
35,83,62,55,63,5
36,93,38,27,51,1
37,119,79,28,3,1
38,46,39,33,63,1
39,82,80,76,63,3
40,58,43,22,51,3
41,82,72,39,51,4
42,82,36,33,51,3
43,68,54,50,63,3
44,92,66,28,3,2
45,64,33,33,63,1
46,49,36,31,63,3
47,58,46,24,51,1
48,107,45,23,51,3
49,76,67,31,3,1
50,83,78,78,63,3
51,78,49,44,63,2
52,120,70,44,51,3
53,79,53,40,63,2
54,94,67,60,63,2
55,87,82,48,63,1
56,98,56,41,51,4
57,107,74,38,51,1
58,66,62,25,3,1
59,97,61,42,51,3
