ID,X,Y,Z,ROTATIONS,COPIES
0,59,49,48,63,2
1,79,63,46,63,2
2,95,58,38,51,3
3,95,79,47,51,2
4,72,46,27,51,2
5,88,74,72,63,2
6,90,77,67,63,2
7,96,59,36,51,2
8,62,55,46,63,2
9,92,77,43,51,2
10,100,66,41,51,1
11,76,72,44,63,2
12,95,68,35,51,1
13,108,66,48,51,1
14,86,78,52,63,1
15,92,86,40,3,1
16,66,39,38,63,2
17,85,80,59,63,2
18,86,71,33,3,2
19,118,45,23,51,2
20,73,60,33,51,2
21,90,74,48,63,2
22,88,86,42,3,1
23,92,76,62,63,2
24,82,68,53,63,2
25,84,66,55,63,3
26,102,77,42,51,1
27,87,43,39,51,3
28,114,79,40,51,3
29,92,71,47,63,1
30,83,49,37,51,1
31,68,62,40,63,1
32,89,65,39,51,1
33,107,45,24,51,2
34,66,60,36,63,1
35,114,95,60,63,1
36,92,66,46,51,2
37,100,71,28,3,2
38,68,63,42,63,2
39,81,63,34,51,2
40,85,69,68,63,1
41,87,75,67,63,1
42,61,49,34,63,4
43,77,67,44,63,1
44,64,50,47,63,1
45,111,68,43,51,4
46,83,60,34,51,2
47,79,35,30,51,1
48,83,64,41,51,1
49,96,87,58,63,2
50,46,40,38,63,4
51,55,53,38,63,2
52,88,70,56,63,2
53,111,66,21,3,2
54,76,46,26,51,1
55,106,77,73,63,2
56,79,78,61,63,1
57,94,63,52,63,1
58,87,52,43,51,2
59,75,35,25,51,1
60,54,32,31,63,3
61,76,76,51,63,3
62,73,50,30,51,2
63,67,54,21,3,1
64,87,54,42,51,4
65,63,32,30,51,1
66,71,46,35,51,3
67,116,34,22,51,2
68,65,28,20,51,1
69,86,54,54,63,2
